"국가별","항목","단위","2015 년","2016 년","2017 년",
"미국","유아접종률-홍역[%]","%","92","92","92",
"미국","유아접종률-DPT[%]","%","95","95","95",
"앤티가바부다","유아접종률-홍역[%]","%","91","88","88",
"앤티가바부다","유아접종률-DPT[%]","%","99","92","95",
"아르헨티나","유아접종률-홍역[%]","%","89","90","89",
"아르헨티나","유아접종률-DPT[%]","%","94","92","86",
"바하마","유아접종률-홍역[%]","%","94","89","90",
"바하마","유아접종률-DPT[%]","%","95","94","94",
"바베이도스","유아접종률-홍역[%]","%","96","92","92",
"바베이도스","유아접종률-DPT[%]","%","97","97","90",
"벨리즈","유아접종률-홍역[%]","%","96","95","90",
"벨리즈","유아접종률-DPT[%]","%","94","95","88",
"볼리비아","유아접종률-홍역[%]","%","95","94","83",
"볼리비아","유아접종률-DPT[%]","%","89","87","84",
"브라질","유아접종률-홍역[%]","%","96","95","97",
"브라질","유아접종률-DPT[%]","%","96","89","89",
"칠레","유아접종률-홍역[%]","%","96","93","93",
"칠레","유아접종률-DPT[%]","%","96","95","93",
"콜롬비아","유아접종률-홍역[%]","%","94","93","93",
"콜롬비아","유아접종률-DPT[%]","%","91","91","92",
"코스타리카","인구1000명당 병상수[수]","수","1.2","","",
"코스타리카","유아접종률-홍역[%]","%","93","93","96",
"코스타리카","유아접종률-DPT[%]","%","92","97","96",
"쿠바","유아접종률-홍역[%]","%","99","99","99",
"쿠바","유아접종률-DPT[%]","%","99","99","99",
"도미니카연방","유아접종률-홍역[%]","%","96","96","77",
"도미니카연방","유아접종률-DPT[%]","%","98","99","91",
"도미니카공화국","유아접종률-홍역[%]","%","90","85","86",
"도미니카공화국","유아접종률-DPT[%]","%","85","87","84",
"에콰도르","유아접종률-홍역[%]","%","84","86","81",
"에콰도르","유아접종률-DPT[%]","%","78","83","85",
"엘살바도르","유아접종률-홍역[%]","%","95","90","85",
"엘살바도르","유아접종률-DPT[%]","%","91","93","85",
"그레나다","유아접종률-홍역[%]","%","99","95","85",
"그레나다","유아접종률-DPT[%]","%","92","96","96",
"과테말라","유아접종률-홍역[%]","%","77","86","86",
"과테말라","유아접종률-DPT[%]","%","74","80","82",
"가이아나","유아접종률-홍역[%]","%","99","99","99",
"가이아나","유아접종률-DPT[%]","%","95","97","97",
"아이티","유아접종률-홍역[%]","%","53","53","53",
"아이티","유아접종률-DPT[%]","%","60","58","60",
"온두라스","유아접종률-홍역[%]","%","97","97","97",
"온두라스","유아접종률-DPT[%]","%","97","97","97",
"자메이카","유아접종률-홍역[%]","%","91","95","95",
"자메이카","유아접종률-DPT[%]","%","91","99","93",
"니카라과","유아접종률-홍역[%]","%","99","99","99",
"니카라과","유아접종률-DPT[%]","%","98","98","98",
"파나마","유아접종률-홍역[%]","%","93","95","98",
"파나마","유아접종률-DPT[%]","%","73","86","81",
"파라과이","유아접종률-홍역[%]","%","78","85","92",
"파라과이","유아접종률-DPT[%]","%","92","92","92",
"페루","유아접종률-홍역[%]","%","92","88","83",
"페루","유아접종률-DPT[%]","%","90","89","83",
"세인트키츠네비스","유아접종률-홍역[%]","%","95","98","93",
"세인트키츠네비스","유아접종률-DPT[%]","%","93","97","97",
"세인트루시아","유아접종률-홍역[%]","%","97","99","87",
"세인트루시아","유아접종률-DPT[%]","%","99","95","80",
"세인트빈센트그레나딘","유아접종률-홍역[%]","%","99","99","99",
"세인트빈센트그레나딘","유아접종률-DPT[%]","%","99","99","99",
"수리남","유아접종률-홍역[%]","%","94","97","97",
"수리남","유아접종률-DPT[%]","%","89","91","81",
"트리니다드토바고","유아접종률-홍역[%]","%","89","86","93",
"트리니다드토바고","유아접종률-DPT[%]","%","96","97","89",
"우루과이","유아접종률-홍역[%]","%","96","95","95",
"우루과이","유아접종률-DPT[%]","%","95","95","95",
"베네수엘라","유아접종률-홍역[%]","%","92","88","96",
"베네수엘라","유아접종률-DPT[%]","%","87","84","84",
"알바니아","유아접종률-홍역[%]","%","97","96","96",
"알바니아","유아접종률-DPT[%]","%","99","98","99",
"안도라","유아접종률-홍역[%]","%","96","97","99",
"안도라","유아접종률-DPT[%]","%","97","98","99",
"오스트리아","유아접종률-홍역[%]","%","96","95","96",
"오스트리아","유아접종률-DPT[%]","%","93","87","90",
"벨라루스","유아접종률-홍역[%]","%","99","98","97",
"벨라루스","유아접종률-DPT[%]","%","99","98","97",
"벨기에","유아접종률-홍역[%]","%","96","96","96",
"벨기에","유아접종률-DPT[%]","%","99","98","98",
"보스니아-헤르체고비나","유아접종률-홍역[%]","%","83","68","69",
"보스니아-헤르체고비나","유아접종률-DPT[%]","%","82","78","75",
"불가리아","유아접종률-홍역[%]","%","92","92","94",
"불가리아","유아접종률-DPT[%]","%","91","92","92",
"크로아티아","인구1000명당 병상수[수]","수","5.6","","",
"크로아티아","유아접종률-홍역[%]","%","93","90","89",
"크로아티아","유아접종률-DPT[%]","%","94","93","92",
"체코","인구1000명당 병상수[수]","수","6.5","","",
"체코","유아접종률-홍역[%]","%","99","98","97",
"체코","유아접종률-DPT[%]","%","97","96","96",
"덴마크","인구1000명당 병상수[수]","수","2.5","","",
"덴마크","유아접종률-홍역[%]","%","91","94","97",
"덴마크","유아접종률-DPT[%]","%","93","94","98",
"에스토니아","인구1000명당 병상수[수]","수","5","","",
"에스토니아","유아접종률-홍역[%]","%","93","93","93",
"에스토니아","유아접종률-DPT[%]","%","93","93","93",
"핀란드","인구1000명당 병상수[수]","수","4.4","","",
"핀란드","유아접종률-홍역[%]","%","95","94","94",
"핀란드","유아접종률-DPT[%]","%","97","92","89",
"프랑스","유아접종률-홍역[%]","%","91","90","90",
"프랑스","유아접종률-DPT[%]","%","97","96","96",
"독일","유아접종률-홍역[%]","%","97","97","97",
"독일","유아접종률-DPT[%]","%","95","95","95",
"그리스","인구1000명당 병상수[수]","수","4.3","","",
"그리스","유아접종률-홍역[%]","%","97","97","97",
"그리스","유아접종률-DPT[%]","%","99","99","99",
"헝가리","유아접종률-홍역[%]","%","99","99","99",
"헝가리","유아접종률-DPT[%]","%","99","99","99",
"아이슬란드","유아접종률-홍역[%]","%","93","91","92",
"아이슬란드","유아접종률-DPT[%]","%","92","91","89",
"아일랜드","유아접종률-홍역[%]","%","93","92","92",
"아일랜드","유아접종률-DPT[%]","%","95","95","95",
"이탈리아","유아접종률-홍역[%]","%","85","89","92",
"이탈리아","유아접종률-DPT[%]","%","93","94","94",
"라트비아","유아접종률-홍역[%]","%","96","93","96",
"라트비아","유아접종률-DPT[%]","%","95","98","98",
"리투아니아","유아접종률-홍역[%]","%","94","94","94",
"리투아니아","유아접종률-DPT[%]","%","93","94","94",
"룩셈부르크","인구1000명당 병상수[수]","수","4.8","","",
"룩셈부르크","유아접종률-홍역[%]","%","99","99","99",
"룩셈부르크","유아접종률-DPT[%]","%","99","99","99",
"북마케도니아","유아접종률-홍역[%]","%","89","82","83",
"북마케도니아","유아접종률-DPT[%]","%","91","95","91",
"몰타","유아접종률-홍역[%]","%","89","93","91",
"몰타","유아접종률-DPT[%]","%","97","97","98",
"몰도바","유아접종률-홍역[%]","%","89","88","93",
"몰도바","유아접종률-DPT[%]","%","87","89","88",
"모나코","유아접종률-홍역[%]","%","88","88","87",
"모나코","유아접종률-DPT[%]","%","99","99","99",
"네덜란드","유아접종률-홍역[%]","%","95","94","93",
"네덜란드","유아접종률-DPT[%]","%","95","95","94",
"노르웨이","유아접종률-홍역[%]","%","95","96","96",
"노르웨이","유아접종률-DPT[%]","%","95","96","96",
"폴란드","유아접종률-홍역[%]","%","96","96","96",
"폴란드","유아접종률-DPT[%]","%","98","98","98",
"포르투갈","유아접종률-홍역[%]","%","98","98","98",
"포르투갈","유아접종률-DPT[%]","%","98","98","98",
"루마니아","유아접종률-홍역[%]","%","86","86","86",
"루마니아","유아접종률-DPT[%]","%","89","89","82",
"러시아","유아접종률-홍역[%]","%","98","98","98",
"러시아","유아접종률-DPT[%]","%","97","97","97",
"산마리노","유아접종률-홍역[%]","%","84","82","82",
"산마리노","유아접종률-DPT[%]","%","85","86","86",
"슬로바키아","인구1000명당 병상수[수]","수","5.8","","",
"슬로바키아","유아접종률-홍역[%]","%","95","95","96",
"슬로바키아","유아접종률-DPT[%]","%","96","96","96",
"슬로베니아","유아접종률-홍역[%]","%","94","92","93",
"슬로베니아","유아접종률-DPT[%]","%","95","94","94",
"스페인","유아접종률-홍역[%]","%","96","97","96",
"스페인","유아접종률-DPT[%]","%","97","97","98",
"스웨덴","유아접종률-홍역[%]","%","97","97","97",
"스웨덴","유아접종률-DPT[%]","%","97","97","97",
"스위스","유아접종률-홍역[%]","%","94","94","95",
"스위스","유아접종률-DPT[%]","%","96","96","97",
"우크라이나","유아접종률-홍역[%]","%","56","42","86",
"우크라이나","유아접종률-DPT[%]","%","23","19","50",
"영국","유아접종률-홍역[%]","%","93","92","92",
"영국","유아접종률-DPT[%]","%","95","94","94",
"몬테네그로","유아접종률-홍역[%]","%","64","47","58",
"몬테네그로","유아접종률-DPT[%]","%","89","89","87",
"세르비아","유아접종률-홍역[%]","%","86","82","86",
"세르비아","유아접종률-DPT[%]","%","95","92","95",
"알제리","인구1000명당 병상수[수]","수","1.9","","",
"알제리","유아접종률-홍역[%]","%","95","94","88",
"알제리","유아접종률-DPT[%]","%","95","91","91",
"앙골라","유아접종률-홍역[%]","%","51","45","42",
"앙골라","유아접종률-DPT[%]","%","55","55","52",
"베냉","유아접종률-홍역[%]","%","74","74","74",
"베냉","유아접종률-DPT[%]","%","82","82","82",
"보츠와나","유아접종률-홍역[%]","%","97","97","97",
"보츠와나","유아접종률-DPT[%]","%","95","95","95",
"부르키나파소","유아접종률-홍역[%]","%","88","88","88",
"부르키나파소","유아접종률-DPT[%]","%","91","91","91",
"부룬디","유아접종률-홍역[%]","%","93","93","90",
"부룬디","유아접종률-DPT[%]","%","94","94","91",
"카메룬","유아접종률-홍역[%]","%","79","78","77",
"카메룬","유아접종률-DPT[%]","%","84","85","86",
"카보베르데","유아접종률-홍역[%]","%","92","93","96",
"카보베르데","유아접종률-DPT[%]","%","93","96","96",
"중앙아프리카공화국","유아접종률-홍역[%]","%","49","49","49",
"중앙아프리카공화국","유아접종률-DPT[%]","%","47","47","47",
"차드","유아접종률-홍역[%]","%","46","37","37",
"차드","유아접종률-DPT[%]","%","42","41","41",
"코모로","유아접종률-홍역[%]","%","90","90","90",
"코모로","유아접종률-DPT[%]","%","91","91","91",
"콩고","유아접종률-홍역[%]","%","80","67","70",
"콩고","유아접종률-DPT[%]","%","80","71","69",
"콩고민주공화국","유아접종률-홍역[%]","%","79","77","80",
"콩고민주공화국","유아접종률-DPT[%]","%","81","79","81",
"코트디부아르","유아접종률-홍역[%]","%","69","74","78",
"코트디부아르","유아접종률-DPT[%]","%","80","82","84",
"지부티","유아접종률-홍역[%]","%","74","75","75",
"지부티","유아접종률-DPT[%]","%","84","68","68",
"이집트","유아접종률-홍역[%]","%","92","95","94",
"이집트","유아접종률-DPT[%]","%","93","95","94",
"적도기니","유아접종률-홍역[%]","%","27","30","30",
"적도기니","유아접종률-DPT[%]","%","16","19","25",
"에리트레아","유아접종률-홍역[%]","%","97","99","99",
"에리트레아","유아접종률-DPT[%]","%","95","95","95",
"에티오피아","인구1000명당 병상수[수]","수",".3","","",
"에티오피아","유아접종률-홍역[%]","%","65","66","65",
"에티오피아","유아접종률-DPT[%]","%","73","73","73",
"가봉","유아접종률-홍역[%]","%","68","64","63",
"가봉","유아접종률-DPT[%]","%","80","75","75",
"감비아","유아접종률-홍역[%]","%","97","97","90",
"감비아","유아접종률-DPT[%]","%","97","95","92",
"가나","유아접종률-홍역[%]","%","89","89","95",
"가나","유아접종률-DPT[%]","%","88","93","99",
"기니","유아접종률-홍역[%]","%","48","48","48",
"기니","유아접종률-DPT[%]","%","45","45","45",
"기니비사우","유아접종률-홍역[%]","%","81","81","81",
"기니비사우","유아접종률-DPT[%]","%","87","87","87",
"케냐","유아접종률-홍역[%]","%","96","96","89",
"케냐","유아접종률-DPT[%]","%","89","89","82",
"레소토","유아접종률-홍역[%]","%","90","90","90",
"레소토","유아접종률-DPT[%]","%","93","93","93",
"라이베리아","유아접종률-홍역[%]","%","64","80","87",
"라이베리아","유아접종률-DPT[%]","%","52","79","86",
"리비아","유아접종률-홍역[%]","%","98","97","94",
"리비아","유아접종률-DPT[%]","%","97","97","96",
"마다가스카르","유아접종률-홍역[%]","%","58","58","58",
"마다가스카르","유아접종률-DPT[%]","%","69","77","74",
"말라위","유아접종률-홍역[%]","%","87","81","83",
"말라위","유아접종률-DPT[%]","%","88","84","88",
"말리","유아접종률-홍역[%]","%","61","61","61",
"말리","유아접종률-DPT[%]","%","66","66","66",
"모리타니","유아접종률-홍역[%]","%","70","72","78",
"모리타니","유아접종률-DPT[%]","%","73","74","81",
"모리셔스","유아접종률-홍역[%]","%","99","92","89",
"모리셔스","유아접종률-DPT[%]","%","97","96","94",
"모로코","유아접종률-홍역[%]","%","99","99","99",
"모로코","유아접종률-DPT[%]","%","99","99","99",
"모잠비크","유아접종률-홍역[%]","%","85","85","85",
"모잠비크","유아접종률-DPT[%]","%","80","80","80",
"나미비아","유아접종률-홍역[%]","%","85","75","80",
"나미비아","유아접종률-DPT[%]","%","92","85","88",
"니제르","인구1000명당 병상수[수]","수",".3","","",
"니제르","유아접종률-홍역[%]","%","75","76","78",
"니제르","유아접종률-DPT[%]","%","75","80","81",
"나이지리아","유아접종률-홍역[%]","%","42","42","42",
"나이지리아","유아접종률-DPT[%]","%","42","42","42",
"르완다","유아접종률-홍역[%]","%","96","95","95",
"르완다","유아접종률-DPT[%]","%","98","98","98",
"상투메프린시페","유아접종률-홍역[%]","%","93","93","90",
"상투메프린시페","유아접종률-DPT[%]","%","96","96","95",
"세네갈","유아접종률-홍역[%]","%","80","93","90",
"세네갈","유아접종률-DPT[%]","%","89","93","93",
"세이셸","유아접종률-홍역[%]","%","98","97","99",
"세이셸","유아접종률-DPT[%]","%","97","96","97",
"시에라리온","유아접종률-홍역[%]","%","78","85","80",
"시에라리온","유아접종률-DPT[%]","%","86","84","90",
"소말리아","유아접종률-홍역[%]","%","46","46","46",
"소말리아","유아접종률-DPT[%]","%","42","42","42",
"남아프리카공화국","유아접종률-홍역[%]","%","76","75","60",
"남아프리카공화국","유아접종률-DPT[%]","%","75","66","66",
"수단","유아접종률-홍역[%]","%","87","86","90",
"수단","유아접종률-DPT[%]","%","93","93","95",
"에스와티니","유아접종률-홍역[%]","%","89","89","89",
"에스와티니","유아접종률-DPT[%]","%","90","90","90",
"탄자니아","유아접종률-홍역[%]","%","99","90","99",
"탄자니아","유아접종률-DPT[%]","%","98","97","97",
"토고","유아접종률-홍역[%]","%","85","87","91",
"토고","유아접종률-DPT[%]","%","88","89","90",
"튀니지","인구1000명당 병상수[수]","수","2.3","","",
"튀니지","유아접종률-홍역[%]","%","98","96","98",
"튀니지","유아접종률-DPT[%]","%","98","98","98",
"우간다","유아접종률-홍역[%]","%","80","80","80",
"우간다","유아접종률-DPT[%]","%","85","85","85",
"잠비아","유아접종률-홍역[%]","%","90","93","96",
"잠비아","유아접종률-DPT[%]","%","90","91","94",
"짐바브웨","유아접종률-홍역[%]","%","86","95","90",
"짐바브웨","유아접종률-DPT[%]","%","87","90","89",
"오스트레일리아","유아접종률-홍역[%]","%","95","95","95",
"오스트레일리아","유아접종률-DPT[%]","%","93","94","95",
"피지","유아접종률-홍역[%]","%","94","94","94",
"피지","유아접종률-DPT[%]","%","99","99","99",
"키리바시","인구1000명당 병상수[수]","수","1.9","","",
"키리바시","유아접종률-홍역[%]","%","84","80","81",
"키리바시","유아접종률-DPT[%]","%","78","81","90",
"마셜제도","유아접종률-홍역[%]","%","75","75","83",
"마셜제도","유아접종률-DPT[%]","%","85","71","80",
"마이크로네시아","유아접종률-홍역[%]","%","74","70","76",
"마이크로네시아","유아접종률-DPT[%]","%","72","69","73",
"나우루","유아접종률-홍역[%]","%","98","98","95",
"나우루","유아접종률-DPT[%]","%","91","97","87",
"뉴질랜드","유아접종률-홍역[%]","%","93","92","93",
"뉴질랜드","유아접종률-DPT[%]","%","92","92","94",
"팔라우","유아접종률-홍역[%]","%","95","96","96",
"팔라우","유아접종률-DPT[%]","%","90","98","97",
"파푸아뉴기니","유아접종률-홍역[%]","%","79","70","62",
"파푸아뉴기니","유아접종률-DPT[%]","%","73","72","62",
"사모아","유아접종률-홍역[%]","%","69","68","58",
"사모아","유아접종률-DPT[%]","%","84","80","74",
"솔로몬제도","유아접종률-홍역[%]","%","75","82","84",
"솔로몬제도","유아접종률-DPT[%]","%","87","94","94",
"통가","유아접종률-홍역[%]","%","85","84","85",
"통가","유아접종률-DPT[%]","%","78","78","81",
"투발루","유아접종률-홍역[%]","%","94","96","95",
"투발루","유아접종률-DPT[%]","%","96","94","96",
"바누아투","유아접종률-홍역[%]","%","76","84","80",
"바누아투","유아접종률-DPT[%]","%","80","81","85",
