"국가별","항목","단위","2015 년","2016 년","2017 년",
"키프로스","기대교육기간(년)","","14.3","14.6","14.6",
"키프로스","1인당 GNI(구매력환산기준 2011)[달러]","달러","30744","30955","31568",
"동티모르","HDI 순위[순위]","순위","133","130","132",
"동티모르","인간개발지수","",".63",".631",".625",
"동티모르","기대수명(세)","","68.6","68.9","69.2",
"동티모르","평균교육기간(년)","","4.5","4.5","4.5",
"동티모르","기대교육기간(년)","","12.8","12.8","12.8",
"동티모르","1인당 GNI(구매력환산기준 2011)[달러]","달러","8003","8045","6846",
"조지아","HDI 순위[순위]","순위","70","71","70",
"조지아","인간개발지수","",".771",".776",".78",
"조지아","기대수명(세)","","73.1","73.3","73.4",
"조지아","평균교육기간(년)","","12.7","12.8","12.8",
"조지아","기대교육기간(년)","","14.7","15","15",
"조지아","1인당 GNI(구매력환산기준 2011)[달러]","달러","8766","8785","9186",
"홍콩","HDI 순위[순위]","순위","12","8","7",
"홍콩","인간개발지수","",".927",".93",".933",
"홍콩","기대수명(세)","","83.8","84","84.1",
"홍콩","평균교육기간(년)","","12","12","12",
"홍콩","기대교육기간(년)","","16.3","16.3","16.3",
"홍콩","1인당 GNI(구매력환산기준 2011)[달러]","달러","54608","55809","58420",
"인도","HDI 순위[순위]","순위","131","129","130",
"인도","인간개발지수","",".627",".636",".64",
"인도","기대수명(세)","","68.3","68.6","68.8",
"인도","평균교육기간(년)","","6.3","6.4","6.4",
"인도","기대교육기간(년)","","12","12.4","12.4",
"인도","1인당 GNI(구매력환산기준 2011)[달러]","달러","5691","6026","6353",
"인도네시아","HDI 순위[순위]","순위","113","115","116",
"인도네시아","인간개발지수","",".686",".691",".694",
"인도네시아","기대수명(세)","","69","69.2","69.4",
"인도네시아","평균교육기간(년)","","7.9","8","8",
"인도네시아","기대교육기간(년)","","12.7","12.8","12.8",
"인도네시아","1인당 GNI(구매력환산기준 2011)[달러]","달러","10037","10437","10846",
"이란","HDI 순위[순위]","순위","69","61","60",
"이란","인간개발지수","",".789",".796",".798",
"이란","기대수명(세)","","75.7","76","76.2",
"이란","평균교육기간(년)","","9.8","9.8","9.8",
"이란","기대교육기간(년)","","14.9","14.9","14.9",
"이란","1인당 GNI(구매력환산기준 2011)[달러]","달러","16537","18544","19130",
"이라크","HDI 순위[순위]","순위","121","120","120",
"이라크","인간개발지수","",".668",".672",".685",
"이라크","기대수명(세)","","69.7","69.9","70",
"이라크","평균교육기간(년)","","6.6","6.7","6.8",
"이라크","기대교육기간(년)","","10.1","10.1","11",
"이라크","1인당 GNI(구매력환산기준 2011)[달러]","달러","17105","18446","17789",
"이스라엘","HDI 순위[순위]","순위","19","21","22",
"이스라엘","인간개발지수","",".901",".902",".903",
"이스라엘","기대수명(세)","","82.3","82.5","82.7",
"이스라엘","평균교육기간(년)","","13","13","13",
"이스라엘","기대교육기간(년)","","16","15.9","15.9",
"이스라엘","1인당 GNI(구매력환산기준 2011)[달러]","달러","31734","32273","32711",
"일본","HDI 순위[순위]","순위","17","19","19",
"일본","인간개발지수","",".905",".907",".909",
"일본","기대수명(세)","","83.6","83.8","83.9",
"일본","평균교육기간(년)","","12.5","12.7","12.8",
"일본","기대교육기간(년)","","15.2","15.2","15.2",
"일본","1인당 GNI(구매력환산기준 2011)[달러]","달러","39322","38267","38986",
"요르단","HDI 순위[순위]","순위","86","94","95",
"요르단","인간개발지수","",".733",".735",".735",
"요르단","기대수명(세)","","74.2","74.3","74.5",
"요르단","평균교육기간(년)","","10.3","10.4","10.4",
"요르단","기대교육기간(년)","","13","13.1","13.1",
"요르단","1인당 GNI(구매력환산기준 2011)[달러]","달러","8392","8320","8288",
"카자흐스탄","HDI 순위[순위]","순위","56","60","58",
"카자흐스탄","인간개발지수","",".797",".797",".8",
"카자흐스탄","기대수명(세)","","69.7","69.9","70",
"카자흐스탄","평균교육기간(년)","","11.7","11.7","11.8",
"카자흐스탄","기대교육기간(년)","","15","15","15.1",
"카자흐스탄","1인당 GNI(구매력환산기준 2011)[달러]","달러","23164","22054","22626",
"북한","기대수명(세)","","71.5","71.7","71.9",
"북한","기대교육기간(년)","","12","12","12",
"쿠웨이트","HDI 순위[순위]","순위","51","55","56",
"쿠웨이트","인간개발지수","",".802",".804",".803",
"쿠웨이트","기대수명(세)","","74.6","74.7","74.8",
"쿠웨이트","평균교육기간(년)","","7.1","7.2","7.3",
"쿠웨이트","기대교육기간(년)","","13.6","13.6","13.6",
"쿠웨이트","1인당 GNI(구매력환산기준 2011)[달러]","달러","73657","74109","70524",
"키르기즈스탄","HDI 순위[순위]","순위","120","121","122",
"키르기즈스탄","인간개발지수","",".666",".669",".672",
"키르기즈스탄","기대수명(세)","","70.8","71","71.1",
"키르기즈스탄","평균교육기간(년)","","10.8","10.9","10.9",
"키르기즈스탄","기대교육기간(년)","","13.3","13.4","13.4",
"키르기즈스탄","1인당 GNI(구매력환산기준 2011)[달러]","달러","3086","3113","3255",
"라오스","HDI 순위[순위]","순위","138","137","139",
"라오스","인간개발지수","",".593",".598",".601",
"라오스","기대수명(세)","","66.3","66.7","67",
"라오스","평균교육기간(년)","","5.1","5.2","5.2",
"라오스","기대교육기간(년)","","11.3","11.2","11.2",
"라오스","1인당 GNI(구매력환산기준 2011)[달러]","달러","5523","5822","6070",
"레바논","HDI 순위[순위]","순위","76","82","80",
"레바논","인간개발지수","",".752",".753",".757",
"레바논","기대수명(세)","","79.4","79.6","79.8",
"레바논","평균교육기간(년)","","8.5","8.6","8.7",
"레바논","기대교육기간(년)","","12.5","12.5","12.5",
"레바논","1인당 GNI(구매력환산기준 2011)[달러]","달러","13174","13011","13378",
"말레이시아","HDI 순위[순위]","순위","59","57","57",
"말레이시아","인간개발지수","",".795",".799",".802",
"말레이시아","기대수명(세)","","75.1","75.3","75.5",
"말레이시아","평균교육기간(년)","","10.2","10.2","10.2",
"말레이시아","기대교육기간(년)","","13.5","13.7","13.7",
"말레이시아","1인당 GNI(구매력환산기준 2011)[달러]","달러","24324","24968","26107",
"몰디브","HDI 순위[순위]","순위","105","102","101",
"몰디브","인간개발지수","",".71",".712",".717",
"몰디브","기대수명(세)","","77","77.3","77.6",
"몰디브","평균교육기간(년)","","6.3","6.3","6.3",
"몰디브","기대교육기간(년)","","12.7","12.6","12.6",
"몰디브","1인당 GNI(구매력환산기준 2011)[달러]","달러","12251","12717","13567",
"몽골","HDI 순위[순위]","순위","92","92","92",
"몽골","인간개발지수","",".737",".743",".741",
"몽골","기대수명(세)","","69.1","69.3","69.5",
"몽골","평균교육기간(년)","","10.1","10.1","10.1",
"몽골","기대교육기간(년)","","15","15.5","15.5",
"몽골","1인당 GNI(구매력환산기준 2011)[달러]","달러","10511","10618","10103",
"미얀마","HDI 순위[순위]","순위","145","147","148",
"미얀마","인간개발지수","",".569",".574",".578",
"미얀마","기대수명(세)","","66.5","66.6","66.7",
"미얀마","평균교육기간(년)","","4.9","4.9","4.9",
"미얀마","기대교육기간(년)","","9.9","10","10",
"미얀마","1인당 GNI(구매력환산기준 2011)[달러]","달러","5039","5282","5567",
"네팔","HDI 순위[순위]","순위","144","148","149",
"네팔","인간개발지수","",".566",".569",".574",
"네팔","기대수명(세)","","69.9","70.3","70.6",
"네팔","평균교육기간(년)","","4.7","4.9","4.9",
"네팔","기대교육기간(년)","","12.2","12.2","12.2",
"네팔","1인당 GNI(구매력환산기준 2011)[달러]","달러","2353","2334","2471",
"오만","HDI 순위[순위]","순위","52","47","48",
"오만","인간개발지수","",".822",".822",".821",
"오만","기대수명(세)","","76.8","77","77.3",
"오만","평균교육기간(년)","","9.5","9.5","9.5",
"오만","기대교육기간(년)","","13.9","13.9","13.9",
"오만","1인당 GNI(구매력환산기준 2011)[달러]","달러","38980","38129","36290",
"파키스탄","HDI 순위[순위]","순위","147","149","150",
"파키스탄","인간개발지수","",".551",".56",".562",
"파키스탄","기대수명(세)","","66.3","66.5","66.6",
"파키스탄","평균교육기간(년)","","5.1","5.2","5.2",
"파키스탄","기대교육기간(년)","","8.2","8.6","8.6",
"파키스탄","1인당 GNI(구매력환산기준 2011)[달러]","달러","4978","5155","5311",
"필리핀","HDI 순위[순위]","순위","116","111","113",
"필리핀","인간개발지수","",".693",".696",".699",
"필리핀","기대수명(세)","","69","69.1","69.2",
"필리핀","평균교육기간(년)","","9.3","9.3","9.3",
"필리핀","기대교육기간(년)","","12.6","12.6","12.6",
"필리핀","1인당 GNI(구매력환산기준 2011)[달러]","달러","8323","8729","9154",
"카타르","HDI 순위[순위]","순위","33","36","37",
"카타르","인간개발지수","",".854",".855",".856",
"카타르","기대수명(세)","","78","78.2","78.3",
"카타르","평균교육기간(년)","","9.8","9.8","9.8",
"카타르","기대교육기간(년)","","13.4","13.4","13.4",
"카타르","1인당 GNI(구매력환산기준 2011)[달러]","달러","117896","118088","116818",
"사우디아라비아","HDI 순위[순위]","순위","38","38","39",
"사우디아라비아","인간개발지수","",".854",".854",".853",
"사우디아라비아","기대수명(세)","","74.4","74.6","74.7",
"사우디아라비아","평균교육기간(년)","","9.5","9.5","9.5",
"사우디아라비아","기대교육기간(년)","","16.9","16.9","16.9",
"사우디아라비아","1인당 GNI(구매력환산기준 2011)[달러]","달러","51885","51329","49680",
"싱가포르","HDI 순위[순위]","순위","5","8","9",
"싱가포르","인간개발지수","",".929",".93",".932",
"싱가포르","기대수명(세)","","82.8","83","83.2",
"싱가포르","평균교육기간(년)","","11.5","11.5","11.5",
"싱가포르","기대교육기간(년)","","16.1","16.1","16.2",
"싱가포르","1인당 GNI(구매력환산기준 2011)[달러]","달러","78742","78427","82503",
"스리랑카","HDI 순위[순위]","순위","73","76","76",
"스리랑카","인간개발지수","",".766",".768",".77",
"스리랑카","기대수명(세)","","75.1","75.3","75.5",
"스리랑카","평균교육기간(년)","","10.9","10.9","10.9",
"스리랑카","기대교육기간(년)","","13.9","13.9","13.9",
"스리랑카","1인당 GNI(구매력환산기준 2011)[달러]","달러","10791","11118","11326",
"시리아","HDI 순위[순위]","순위","149","153","155",
"시리아","인간개발지수","",".538",".536",".536",
"시리아","기대수명(세)","","69.9","70.3","71",
"시리아","평균교육기간(년)","","5.1","5.1","5.1",
"시리아","기대교육기간(년)","","8.8","8.8","8.8",
"시리아","1인당 GNI(구매력환산기준 2011)[달러]","달러","2601","2432","2337",
"타지키스탄","HDI 순위[순위]","순위","129","127","127",
"타지키스탄","인간개발지수","",".645",".647",".65",
"타지키스탄","기대수명(세)","","70.9","71.1","71.2",
"타지키스탄","평균교육기간(년)","","10.5","10.5","10.4",
"타지키스탄","기대교육기간(년)","","11.2","11.2","11.2",
"타지키스탄","1인당 GNI(구매력환산기준 2011)[달러]","달러","3074","3164","3317",
"태국","HDI 순위[순위]","순위","87","86","83",
"태국","인간개발지수","",".741",".748",".755",
"태국","기대수명(세)","","75.1","75.3","75.5",
"태국","평균교육기간(년)","","7.6","7.6","7.6",
"태국","기대교육기간(년)","","13.9","14.3","14.7",
"태국","1인당 GNI(구매력환산기준 2011)[달러]","달러","14455","14971","15516",
"터키","HDI 순위[순위]","순위","71","65","64",
"터키","인간개발지수","",".783",".787",".791",
"터키","기대수명(세)","","75.5","75.8","76",
"터키","평균교육기간(년)","","7.8","8","8",
"터키","기대교육기간(년)","","15.2","15.2","15.2",
"터키","1인당 GNI(구매력환산기준 2011)[달러]","달러","23125","23500","24804",
"투르크메니스탄","HDI 순위[순위]","순위","111","106","108",
"투르크메니스탄","인간개발지수","",".701",".705",".706",
"투르크메니스탄","기대수명(세)","","67.7","67.8","68",
"투르크메니스탄","평균교육기간(년)","","9.8","9.8","9.8",
"투르크메니스탄","기대교육기간(년)","","10.8","10.9","10.8",
"투르크메니스탄","1인당 GNI(구매력환산기준 2011)[달러]","달러","14293","14890","15594",
"아랍에미리트","HDI 순위[순위]","순위","42","33","34",
"아랍에미리트","인간개발지수","",".86",".862",".863",
"아랍에미리트","기대수명(세)","","77.1","77.3","77.4",
"아랍에미리트","평균교육기간(년)","","10.6","10.8","10.8",
"아랍에미리트","기대교육기간(년)","","13.8","13.6","13.6",
"아랍에미리트","1인당 GNI(구매력환산기준 2011)[달러]","달러","66923","68121","67805",
"우즈베키스탄","HDI 순위[순위]","순위","105","107","105",
"우즈베키스탄","인간개발지수","",".698",".703",".71",
"우즈베키스탄","기대수명(세)","","71.2","71.3","71.4",
"우즈베키스탄","평균교육기간(년)","","11.4","11.4","11.5",
"우즈베키스탄","기대교육기간(년)","","11.7","11.8","12",
"우즈베키스탄","1인당 GNI(구매력환산기준 2011)[달러]","달러","5811","6135","6470",
"베트남","HDI 순위[순위]","순위","115","116","116",
"베트남","인간개발지수","",".684",".689",".694",
"베트남","기대수명(세)","","76.1","76.3","76.5",
"베트남","평균교육기간(년)","","8","8.1","8.2",
"베트남","기대교육기간(년)","","12.7","12.7","12.7",
"베트남","1인당 GNI(구매력환산기준 2011)[달러]","달러","5263","5589","5859",
"예멘","HDI 순위[순위]","순위","168","172","178",
"예멘","인간개발지수","",".483",".462",".452",
"예멘","기대수명(세)","","64.7","65","65.2",
"예멘","평균교육기간(년)","","3","3","3",
"예멘","기대교육기간(년)","","9","9","9",
"예멘","1인당 GNI(구매력환산기준 2011)[달러]","달러","2229","1480","1239",
"캐나다","HDI 순위[순위]","순위","10","12","12",
"캐나다","인간개발지수","",".92",".922",".926",
"캐나다","기대수명(세)","","82.2","82.4","82.5",
"캐나다","평균교육기간(년)","","13.1","13.1","13.3",
"캐나다","기대교육기간(년)","","16.3","16.4","16.4",
"캐나다","1인당 GNI(구매력환산기준 2011)[달러]","달러","42512","42664","43433",
"멕시코","HDI 순위[순위]","순위","77","74","74",
"멕시코","인간개발지수","",".767",".772",".774",
"멕시코","기대수명(세)","","76.9","77.1","77.3",
"멕시코","평균교육기간(년)","","8.6","8.6","8.6",
"멕시코","기대교육기간(년)","","13.7","14.1","14.1",
"멕시코","1인당 GNI(구매력환산기준 2011)[달러]","달러","16569","16623","16944",
"미국","HDI 순위[순위]","순위","10","12","13",
"미국","인간개발지수","",".92",".922",".924",
"미국","기대수명(세)","","79.2","79.4","79.5",
"미국","평균교육기간(년)","","13.3","13.4","13.4",
"미국","기대교육기간(년)","","16.5","16.5","16.5",
"미국","1인당 GNI(구매력환산기준 2011)[달러]","달러","53741","54104","54941",
"앤티가바부다","HDI 순위[순위]","순위","62","70","70",
"앤티가바부다","인간개발지수","",".775",".778",".78",
"앤티가바부다","기대수명(세)","","76.2","76.4","76.5",
"앤티가바부다","평균교육기간(년)","","9.2","9.2","9.2",
"앤티가바부다","기대교육기간(년)","","13.3","13.2","13.2",
"앤티가바부다","1인당 GNI(구매력환산기준 2011)[달러]","달러","19557","20302","20764",
"아르헨티나","HDI 순위[순위]","순위","45","47","47",
"아르헨티나","인간개발지수","",".822",".822",".825",
"아르헨티나","기대수명(세)","","76.4","76.6","76.7",
"아르헨티나","평균교육기간(년)","","9.9","9.9","9.9",
"아르헨티나","기대교육기간(년)","","17.4","17.4","17.4",
"아르헨티나","1인당 GNI(구매력환산기준 2011)[달러]","달러","18437","17857","18461",
"바하마","HDI 순위[순위]","순위","58","53","54",
"바하마","인간개발지수","",".807",".806",".807",
"바하마","기대수명(세)","","75.5","75.7","75.8",
"바하마","평균교육기간(년)","","11.1","11.1","11.1",
"바하마","기대교육기간(년)","","12.8","12.8","12.8",
"바하마","1인당 GNI(구매력환산기준 2011)[달러]","달러","27602","26632","26681",
"바베이도스","HDI 순위[순위]","순위","54","57","58",
"바베이도스","인간개발지수","",".797",".799",".8",
"바베이도스","기대수명(세)","","75.8","75.9","76.1",
"바베이도스","평균교육기간(년)","","10.5","10.6","10.6",
"바베이도스","기대교육기간(년)","","15.3","15.3","15.3",
"바베이도스","1인당 GNI(구매력환산기준 2011)[달러]","달러","15413","15622","15843",
"벨리즈","HDI 순위[순위]","순위","103","105","106",
"벨리즈","인간개발지수","",".709",".709",".708",
"벨리즈","기대수명(세)","","70.2","70.4","70.6",
"벨리즈","평균교육기간(년)","","10.5","10.5","10.5",
"벨리즈","기대교육기간(년)","","12.8","12.8","12.8",
"벨리즈","1인당 GNI(구매력환산기준 2011)[달러]","달러","7666","7419","7166",
"볼리비아","HDI 순위[순위]","순위","118","116","118",
"볼리비아","인간개발지수","",".681",".689",".693",
"볼리비아","기대수명(세)","","68.8","69.1","69.5",
"볼리비아","평균교육기간(년)","","8.7","8.9","8.9",
"볼리비아","기대교육기간(년)","","13.8","13.9","14",
"볼리비아","1인당 GNI(구매력환산기준 2011)[달러]","달러","6345","6621","6714",
"브라질","HDI 순위[순위]","순위","79","79","79",
"브라질","인간개발지수","",".757",".758",".759",
"브라질","기대수명(세)","","75.3","75.5","75.7",
"브라질","평균교육기간(년)","","7.6","7.8","7.8",
"브라질","기대교육기간(년)","","15.4","15.4","15.4",
"브라질","1인당 GNI(구매력환산기준 2011)[달러]","달러","14350","13730","13755",
"칠레","HDI 순위[순위]","순위","38","44","44",
"칠레","인간개발지수","",".84",".842",".843",
"칠레","기대수명(세)","","79.3","79.5","79.7",
"칠레","평균교육기간(년)","","10.3","10.3","10.3",
"칠레","기대교육기간(년)","","16.3","16.4","16.4",
"칠레","1인당 GNI(구매력환산기준 2011)[달러]","달러","21854","21768","21910",
"콜롬비아","HDI 순위[순위]","순위","95","89","90",
"콜롬비아","인간개발지수","",".742",".747",".747",
"콜롬비아","기대수명(세)","","74.2","74.4","74.6",
"콜롬비아","평균교육기간(년)","","8.1","8.3","8.3",
"콜롬비아","기대교육기간(년)","","14.4","14.4","14.4",
"콜롬비아","1인당 GNI(구매력환산기준 2011)[달러]","달러","12772","13050","12938",
"코스타리카","HDI 순위[순위]","순위","66","63","63",
"코스타리카","인간개발지수","",".788",".791",".794",
"코스타리카","기대수명(세)","","79.6","79.8","80",
"코스타리카","평균교육기간(년)","","8.8","8.8","8.8",
"코스타리카","기대교육기간(년)","","15.1","15.2","15.4",
"코스타리카","1인당 GNI(구매력환산기준 2011)[달러]","달러","14086","14490","14636",
"쿠바","HDI 순위[순위]","순위","68","72","73",
"쿠바","인간개발지수","",".772",".774",".777",
"쿠바","기대수명(세)","","79.6","79.7","79.9",
"쿠바","평균교육기간(년)","","11.4","11.6","11.8",
"쿠바","기대교육기간(년)","","14","14","14",
"쿠바","1인당 GNI(구매력환산기준 2011)[달러]","달러","7562","7487","7524",
"도미니카연방","HDI 순위[순위]","순위","96","101","103",
"도미니카연방","인간개발지수","",".721",".718",".715",
"도미니카연방","기대수명(세)","","77.9","77.9","78",
"도미니카연방","평균교육기간(년)","","7.9","7.8","7.8",
"도미니카연방","기대교육기간(년)","","12.8","12.8","12.7",
"도미니카연방","1인당 GNI(구매력환산기준 2011)[달러]","달러","9167","8756","8344",
"도미니카공화국","HDI 순위[순위]","순위","99","95","94",
"도미니카공화국","인간개발지수","",".729",".733",".736",
"도미니카공화국","기대수명(세)","","73.7","73.9","74",
"도미니카공화국","평균교육기간(년)","","7.8","7.8","7.8",
"도미니카공화국","기대교육기간(년)","","13.8","13.7","13.7",
"도미니카공화국","1인당 GNI(구매력환산기준 2011)[달러]","달러","12655","13282","13921",
"에콰도르","HDI 순위[순위]","순위","89","84","86",
"에콰도르","인간개발지수","",".743",".749",".752",
"에콰도르","기대수명(세)","","76.1","76.3","76.6",
"에콰도르","평균교육기간(년)","","8.4","8.7","8.7",
"에콰도르","기대교육기간(년)","","14.3","14.6","14.7",
"에콰도르","1인당 GNI(구매력환산기준 2011)[달러]","달러","10567","10234","10347",
"엘살바도르","HDI 순위[순위]","순위","117","119","121",
"엘살바도르","인간개발지수","",".674",".679",".674",
"엘살바도르","기대수명(세)","","73.3","73.5","73.8",
"엘살바도르","평균교육기간(년)","","6.6","6.9","6.9",
"엘살바도르","기대교육기간(년)","","12.6","12.6","12.6",
"엘살바도르","1인당 GNI(구매력환산기준 2011)[달러]","달러","7563","7663","6868",
"그레나다","HDI 순위[순위]","순위","79","75","75",
"그레나다","인간개발지수","",".767",".77",".772",
"그레나다","기대수명(세)","","73.5","73.7","73.8",
"그레나다","평균교육기간(년)","","8.7","8.7","8.7",
"그레나다","기대교육기간(년)","","16.7","16.9","16.9",
"그레나다","1인당 GNI(구매력환산기준 2011)[달러]","달러","12296","12460","12864",
"과테말라","HDI 순위[순위]","순위","125","126","127",
"과테말라","인간개발지수","",".645",".649",".65",
"과테말라","기대수명(세)","","73.2","73.4","73.7",
"과테말라","평균교육기간(년)","","6.3","6.5","6.5",
"과테말라","기대교육기간(년)","","10.8","10.8","10.8",
"과테말라","1인당 GNI(구매력환산기준 2011)[달러]","달러","7108","7191","7278",
"가이아나","HDI 순위[순위]","순위","127","124","125",
"가이아나","인간개발지수","",".651",".652",".654",
"가이아나","기대수명(세)","","66.5","66.7","66.8",
"가이아나","평균교육기간(년)","","8.4","8.4","8.4",
"가이아나","기대교육기간(년)","","11.4","11.4","11.4",
"가이아나","1인당 GNI(구매력환산기준 2011)[달러]","달러","7287","7278","7447",
"아이티","HDI 순위[순위]","순위","163","167","168",
"아이티","인간개발지수","",".493",".496",".498",
"아이티","기대수명(세)","","63.1","63.3","63.6",
"아이티","평균교육기간(년)","","5.2","5.2","5.3",
"아이티","기대교육기간(년)","","9.1","9.2","9.3",
"아이티","1인당 GNI(구매력환산기준 2011)[달러]","달러","1658","1681","1665",
"온두라스","HDI 순위[순위]","순위","130","132","133",
"온두라스","인간개발지수","",".609",".614",".617",
"온두라스","기대수명(세)","","73.4","73.6","73.8",
"온두라스","평균교육기간(년)","","6.3","6.5","6.5",
"온두라스","기대교육기간(년)","","10.2","10.2","10.2",
"온두라스","1인당 GNI(구매력환산기준 2011)[달러]","달러","4023","4096","4215",
"자메이카","HDI 순위[순위]","순위","94","96","97",
"자메이카","인간개발지수","",".73",".732",".732",
"자메이카","기대수명(세)","","75.8","76","76.1",
"자메이카","평균교육기간(년)","","9.6","9.8","9.8",
"자메이카","기대교육기간(년)","","13.1","13.1","13.1",
"자메이카","1인당 GNI(구매력환산기준 2011)[달러]","달러","7841","7832","7846",
"니카라과","HDI 순위[순위]","순위","124","123","124",
"니카라과","인간개발지수","",".652",".657",".658",
"니카라과","기대수명(세)","","75.1","75.4","75.7",
"니카라과","평균교육기간(년)","","6.5","6.7","6.7",
"니카라과","기대교육기간(년)","","12.1","12.1","12.1",
"니카라과","1인당 GNI(구매력환산기준 2011)[달러]","달러","5010","5145","5157",
"파나마","HDI 순위[순위]","순위","60","66","66",
"파나마","인간개발지수","",".781",".785",".789",
"파나마","기대수명(세)","","77.8","78","78.2",
"파나마","평균교육기간(년)","","9.9","10","10.2",
"파나마","기대교육기간(년)","","12.7","12.7","12.7",
"파나마","1인당 GNI(구매력환산기준 2011)[달러]","달러","18167","18494","19178",
"파라과이","HDI 순위[순위]","순위","110","108","110",
"파라과이","인간개발지수","",".702",".702",".702",
"파라과이","기대수명(세)","","73","73.1","73.2",
"파라과이","평균교육기간(년)","","8.5","8.4","8.4",
"파라과이","기대교육기간(년)","","12.7","12.7","12.7",
"파라과이","1인당 GNI(구매력환산기준 2011)[달러]","달러","8192","8424","8380",
"페루","HDI 순위[순위]","순위","87","86","89",
"페루","인간개발지수","",".745",".748",".75",
"페루","기대수명(세)","","74.7","75","75.2",
"페루","평균교육기간(년)","","9.1","9.2","9.2",
"페루","기대교육기간(년)","","13.8","13.8","13.8",
"페루","1인당 GNI(구매력환산기준 2011)[달러]","달러","11420","11635","11789",
"세인트키츠네비스","HDI 순위[순위]","순위","74","72","72",
"세인트키츠네비스","인간개발지수","",".773",".774",".778",
"세인트키츠네비스","기대수명(세)","","74","74.2","74.4",
"세인트키츠네비스","평균교육기간(년)","","8.4","8.4","8.4",
"세인트키츠네비스","기대교육기간(년)","","14.2","14.2","14.4",
"세인트키츠네비스","1인당 GNI(구매력환산기준 2011)[달러]","달러","23502","23792","23978",
"세인트루시아","HDI 순위[순위]","순위","92","91","90",
