X.Samples,Explanatory,Res_Type,a2_Logi,b2_Logi,c2_Logi,a2_Gom,b2_Gom,c2_Gom
44,Temp,Coefficient,-150.5900134,-0.001991845,0.000128376,-260.3481867,-0.003809281,6.52E-05
44,Temp,R-square,0.048397233,0.076629833,0.090564854,0.029314195,0.034486862,0.077217352
44,Temp,P-value,0.151312718,0.068897404,0.047141748,0.272304222,0.233151711,0.071198991
44,Rain,Coefficient,-44.51055855,-0.000316645,2.22E-05,-69.02184731,-0.000360272,1.06E-05
44,Rain,R-square,0.070774524,0.032415667,0.045320917,0.035056518,0.005248748,0.034589611
44,Rain,P-value,0.080901089,0.242210687,0.165306438,0.229261711,0.644308419,0.232444387
21,PharmSales2018,Coefficient,2.739777265,1.43E-05,-3.73E-07,11.00618758,5.98E-05,-9.78E-08
21,PharmSales2018,R-square,0.15906674,0.038145254,0.043923845,0.359759467,0.06596032,0.007178409
21,PharmSales2018,P-value,0.073305359,0.396201594,0.361878246,0.006635216,0.28849971,0.730200575
45,Export2016,Coefficient,-5212.933057,-0.001129137,-0.000165548,-6027.786917,-0.004366728,-0.000206323
45,Export2016,R-square,0.035984447,0.000595299,0.003677182,0.027297254,0.00112782,0.019051547
45,Export2016,P-value,0.21200269,0.873598262,0.692325238,0.283821407,0.828666186,0.371589838
45,Import2016,Coefficient,-5067.678757,-0.002792148,-9.66E-05,-6532.036781,-0.009973449,-0.000166121
45,Import2016,R-square,0.086685111,0.009278862,0.003194051,0.080447074,0.014764818,0.030995117
45,Import2016,P-value,0.049619279,0.529046,0.712316392,0.062075187,0.432029093,0.252976727
57,TotalGDP2018,Coefficient,-1601.541172,0.002150334,0.000484358,-1741.661694,0.00816603,0.000168303
57,TotalGDP2018,R-square,0.013697992,0.008012933,0.044065579,0.008741476,0.014168521,0.020136852
57,TotalGDP2018,P-value,0.385925782,0.507854563,0.117055484,0.493102775,0.38224199,0.296830179
57,perGDP2017,Coefficient,1271.256346,0.00108949,0.000212356,1890.15506,-0.001168404,4.38E-05
57,perGDP2017,R-square,0.011415144,0.002720574,0.011202822,0.014022183,0.00039505,0.001858963
57,perGDP2017,P-value,0.428923992,0.699992297,0.43327423,0.384728693,0.884397483,0.752368409
28,Travel_in2017,Coefficient,18392.08826,0.010397105,0.000315387,22169.61252,0.032599944,0.000880401
28,Travel_in2017,R-square,0.080513681,0.016924867,0.014170724,0.065161014,0.020163626,0.161313081
28,Travel_in2017,P-value,0.143391809,0.509363799,0.546283935,0.198773075,0.479861334,0.037840652
28,Travel_out2017,Coefficient,22145.79697,-0.02554428,-4.40E-05,37366.38952,-0.05867541,-0.00030974
28,Travel_out2017,R-square,0.065423558,0.05725741,0.000154778,0.10528936,0.037153333,0.011356701
28,Travel_out2017,P-value,0.188935445,0.22006235,0.949899933,0.0986751,0.335422302,0.596770153
58,AgingIndex2020,Coefficient,378.7400148,0.007947761,-0.000635429,956.7260736,0.017573314,-0.000381033
58,AgingIndex2020,R-square,0.001311131,0.186369781,0.128151295,0.004402013,0.109074631,0.170406422
58,AgingIndex2020,P-value,0.787276377,0.000715297,0.005797061,0.623881121,0.01210601,0.001417001
56,GDPperP2019,Coefficient,4.578131287,1.81E-05,-9.13E-07,6.477824283,5.48E-05,-5.27E-07
56,GDPperP2019,R-square,0.03837028,0.199068833,0.053889226,0.043180928,0.229833552,0.071614957
56,GDPperP2019,P-value,0.147937872,0.000567852,0.085141143,0.127918339,0.000212889,0.04823973
58,BirthRate2020,Coefficient,-36065.19,-0.27909699,0.044611738,-58281.00443,-0.568863055,0.025138842
58,BirthRate2020,R-square,0.004251377,0.082183725,0.225879737,0.006151127,0.043038429,0.279303273
58,BirthRate2020,P-value,0.626771213,0.029127348,0.000163251,0.561980059,0.121510069,2.38E-05
59,population,Coefficient,0.010419024,-5.01E-10,-3.85E-11,0.013592673,-2.16E-09,4.24E-11
59,population,R-square,0.727827713,0.000540127,0.000341958,0.708147573,0.001312839,0.001642328
59,population,P-value,9.58E-18,0.861300657,0.889439617,1.33E-16,0.7871411,0.762621856
58,population_density,Coefficient,-22.53842627,-3.64E-05,-8.03E-07,-30.63678353,-4.40E-05,1.10E-06
58,population_density,R-square,0.001549459,0.001306401,6.83E-05,0.001588537,0.000240902,0.00049885
58,population_density,P-value,0.769240277,0.787651429,0.950900819,0.768482802,0.90876868,0.869014977
59,median_age,Coefficient,3967.838764,0.043658886,-0.004325178,7717.403404,0.089334708,-0.002623267
59,median_age,R-square,0.003746895,0.145702804,0.153229956,0.007582793,0.074588995,0.208356992
59,median_age,P-value,0.645121695,0.002853608,0.002171103,0.515707986,0.038053357,0.000316508
59,aged_65_older,Coefficient,5802.408316,0.069236337,-0.005230004,11255.2968,0.152054007,-0.003219382
59,aged_65_older,R-square,0.004766489,0.217976345,0.133277986,0.009546667,0.127903116,0.18574594
59,aged_65_older,P-value,0.60335724,0.00019334,0.004468838,0.465595077,0.005848084,0.000731868
58,aged_70_older,Coefficient,7885.355321,0.100808926,-0.007556284,17152.57765,0.222398685,-0.004715407
58,aged_70_older,R-square,0.00416756,0.219551407,0.132014435,0.010303382,0.128039061,0.185371545
58,aged_70_older,P-value,0.630197509,0.000207622,0.005057242,0.452462634,0.006279913,0.00082863
58,gdp_per_capita,Coefficient,4.152972294,1.50E-05,-1.00E-06,6.004588416,4.66E-05,-5.76E-07
58,gdp_per_capita,R-square,0.023049645,0.097284353,0.046311277,0.026964213,0.119484664,0.060117218
58,gdp_per_capita,P-value,0.25525626,0.017149956,0.104736544,0.22224446,0.008447883,0.066019753
40,extreme_poverty,Coefficient,-3737.972121,-0.013887138,0.003418817,-4780.851702,-0.02762313,0.001673407
40,extreme_poverty,R-square,0.008424972,0.048254425,0.287265488,0.007940118,0.02470619,0.270774894
40,extreme_poverty,P-value,0.573231135,0.17321177,0.000364653,0.589579811,0.339263008,0.000684475
59,cardiovasc_death_rate,Coefficient,-646.4341042,-0.003091742,0.00032803,-903.4115835,-0.007787767,0.000171378
59,cardiovasc_death_rate,R-square,0.015449966,0.113512781,0.13692342,0.018074487,0.098597998,0.154682509
59,cardiovasc_death_rate,P-value,0.348261607,0.009072619,0.003919023,0.314336863,0.01637827,0.002256859
59,diabetes_prevalence,Coefficient,22305.61875,-0.097064267,0.002749144,24539.7118,-0.233931488,0.002802514
59,diabetes_prevalence,R-square,0.016061177,0.097684742,0.008396844,0.012226647,0.081563025,0.037922797
59,diabetes_prevalence,P-value,0.338825659,0.015950013,0.490036395,0.408625796,0.029769672,0.142959432
50,female_smokers,Coefficient,2370.409524,0.027355249,-0.000243895,5223.593401,0.049129851,-0.000540593
50,female_smokers,R-square,0.001738968,0.081726319,0.001414487,0.004738366,0.032183146,0.024535802
50,female_smokers,P-value,0.773701096,0.044161721,0.795399268,0.638376775,0.217428988,0.282455507
48,male_smokers,Coefficient,-6543.017135,-0.015455363,0.002337062,-8035.817973,-0.051627654,0.00128769
48,male_smokers,R-square,0.011574437,0.023205329,0.124558399,0.010352092,0.032992149,0.135393178
48,male_smokers,P-value,0.466713667,0.301313154,0.01387622,0.496177411,0.221742806,0.010939195
16,handwashing_facilities,Coefficient,205.9126306,0.006032881,-0.00128387,223.3322739,0.009253043,-0.000539061
16,handwashing_facilities,R-square,0.112299546,0.153123652,0.097826826,0.04711195,0.081536707,0.075898615
16,handwashing_facilities,P-value,0.204516897,0.133926583,0.238202673,0.402699502,0.266571376,0.284498769
54,hospital_beds_per_thousand,Coefficient,-16955.62628,0.131445315,-0.001932086,-5383.353074,0.386738482,-0.002640777
54,hospital_beds_per_thousand,R-square,0.005204892,0.102658535,0.004854637,0.000294386,0.112538944,0.031960164
54,hospital_beds_per_thousand,P-value,0.604160932,0.018175329,0.616627987,0.90294642,0.014063806,0.200261358
59,life_expectancy,Coefficient,6710.868755,0.065823457,-0.005964741,10543.1521,0.151054576,-0.003537025
59,life_expectancy,R-square,0.006618724,0.204520716,0.179958458,0.00877067,0.132162148,0.234749447
59,life_expectancy,P-value,0.540173941,0.000323275,0.000812835,0.484399428,0.005030886,0.000116241
58,human_development_index,Coefficient,551874.3912,2.664189831,-0.258877372,849673.2752,5.927693374,-0.153661834
58,human_development_index,R-square,0.020428549,0.15287189,0.155125262,0.026575108,0.094942079,0.207584689
58,human_development_index,P-value,0.284474294,0.002408078,0.002221323,0.225657057,0.019710398,0.000368939
