"국가별","항목","단위","2016 년","2017 년","2018 년",
"대만","1인당 국민총소득(당해년가격)[달러]","달러","23289","25055","25501",
"타지키스탄","1인당 국민총소득(당해년가격)[달러]","달러","942.4628501237","928.3566353238","970.7174219989",
"태국","1인당 국민총소득(당해년가격)[달러]","달러","5697.0846376507","6284.5177655688","6946.9600520479",
"터키","1인당 국민총소득(당해년가격)[달러]","달러","10704.764306951","10361.7100244699","9167.0182431379",
"투르크메니스탄","1인당 국민총소득(당해년가격)[달러]","달러","6221.05198996","6313.7179892977","6673.1916226138",
"아랍에미리트","1인당 국민총소득(당해년가격)[달러]","달러","38365.8259143159","40618.1342049346","43211.3400104282",
"우즈베키스탄","1인당 국민총소득(당해년가격)[달러]","달러","2630.6873937384","1889.0787122865","1601.8792151301",
"베트남","1인당 국민총소득(당해년가격)[달러]","달러","2100.4456001314","2251.6314100872","2422.6694249716",
"예멘","1인당 국민총소득(당해년가격)[달러]","달러","1137.5024942131","962.2656532948","944.3729774912",
"캐나다","1인당 국민총소득(당해년가격)[달러]","달러","41547.0256294549","44433.0966981739","45539.4446594543",
"멕시코","1인당 국민총소득(당해년가격)[달러]","달러","8513.7912313105","9062.3989127313","9442.3032336218",
"미국","1인당 국민총소득(당해년가격)[달러]","달러","58973.6585644931","61129.3874388869","63401.5157586712",
"앤티가바부다","1인당 국민총소득(당해년가격)[달러]","달러","14467.0625735154","14781.2188250258","15868.9590625581",
"아르헨티나","1인당 국민총소득(당해년가격)[달러]","달러","12534.0812606584","14254.5478890797","11265.157846116",
"바하마","1인당 국민총소득(당해년가격)[달러]","달러","30496.6792792316","31190.2136186821","",
"바베이도스","1인당 국민총소득(당해년가격)[달러]","달러","15072.289325253","15545.9557282205","",
"벨리즈","1인당 국민총소득(당해년가격)[달러]","달러","4603.2529858849","4543.2027389167","4692.2189055261",
"볼리비아","1인당 국민총소득(당해년가격)[달러]","달러","3020.3763627869","3256.4204805296","3462.7108299072",
"브라질","1인당 국민총소득(당해년가격)[달러]","달러","8531.1654783505","9697.7831888601","8785.0523627002",
"칠레","1인당 국민총소득(당해년가격)[달러]","달러","13375.0163475796","14421.9924155524","15270.0739993397",
"콜롬비아","1인당 국민총소득(당해년가격)[달러]","달러","5807.2089054106","6257.2260671128","6425.2965855838",
"코스타리카","1인당 국민총소득(당해년가격)[달러]","달러","11159.8941929201","11153.9662423878","11360.0967921073",
"도미니카연방","1인당 국민총소득(당해년가격)[달러]","달러","7857.182211234","6788.7574812678","7050.1141213039",
"도미니카공화국","1인당 국민총소득(당해년가격)[달러]","달러","6644.699810116","6861.7086651722","7288.2805830183",
"에콰도르","1인당 국민총소득(당해년가격)[달러]","달러","5948.3445802665","6073.2484916688","6181.3382472315",
"엘살바도르","1인당 국민총소득(당해년가격)[달러]","달러","3606.6982759828","3685.0165447582","3829.0208022557",
"그레나다","1인당 국민총소득(당해년가격)[달러]","달러","8748.0261397933","9221.0747780352","9835.9004548261",
"과테말라","1인당 국민총소득(당해년가격)[달러]","달러","4049.6861661325","4390.0045662216","4473.0069192971",
"가이아나","1인당 국민총소득(당해년가격)[달러]","달러","4548.624571225","4613.0533393471","4633.8921788964",
"아이티","1인당 국민총소득(당해년가격)[달러]","달러","740.1763552402","770.4993383217","873.0323989499",
"온두라스","1인당 국민총소득(당해년가격)[달러]","달러","2163.6701976053","2259.5046982767","2315.8361954876",
"자메이카","1인당 국민총소득(당해년가격)[달러]","달러","4608.9436510607","4889.1570443357","5144.2149128168",
"니카라과","1인당 국민총소득(당해년가격)[달러]","달러","2050.9274304557","2111.1216589312","1981.0157359287",
"파나마","1인당 국민총소득(당해년가격)[달러]","달러","12928.2600435265","13752.3090780124","14356.3994944539",
"파라과이","1인당 국민총소득(당해년가격)[달러]","달러","5103.6865015387","5505.3333540284","5701.9078890949",
"페루","1인당 국민총소득(당해년가격)[달러]","달러","5948.0668319191","6391.4590820384","6665.0101842622",
"푸에르토리코","1인당 국민총소득(당해년가격)[달러]","달러","21316.6419189035","22126.1276866371","22387.4159592262",
"세인트키츠네비스","1인당 국민총소득(당해년가격)[달러]","달러","17439.4568960219","18101.9224775223","18761.0276955233",
"세인트루시아","1인당 국민총소득(당해년가격)[달러]","달러","8737.4428265532","9407.4714711617","9633.7224799089",
"세인트빈센트그레나딘","1인당 국민총소득(당해년가격)[달러]","달러","7496.7851118381","7569.3412996703","7921.5887399427",
"수리남","1인당 국민총소득(당해년가격)[달러]","달러","5295.853993722","4578.5879475988","5154.2035135021",
"트리니다드토바고","1인당 국민총소득(당해년가격)[달러]","달러","15568.3326393705","16199.4340278095","16755.8736732044",
"우루과이","1인당 국민총소득(당해년가격)[달러]","달러","14629.5863749512","15459.0847591521","16082.4364948758",
"알바니아","1인당 국민총소득(당해년가격)[달러]","달러","4176.0774536698","4527.2464549751","5221.5821566893",
"오스트리아","1인당 국민총소득(당해년가격)[달러]","달러","44997.138034453","47135.3564528493","50985.5324164612",
"벨라루스","1인당 국민총소득(당해년가격)[달러]","달러","4820.4626642135","5573.3058578902","6072.2626978543",
"벨기에","1인당 국민총소득(당해년가격)[달러]","달러","41411.7202684353","43847.9436797765","46942.5444452981",
"보스니아-헤르체고비나","1인당 국민총소득(당해년가격)[달러]","달러","5008.2567557535","5370.7735039389","5920.6689363483",
"불가리아","1인당 국민총소득(당해년가격)[달러]","달러","7424.891431405","8304.8656025292","9379.2065569079",
"크로아티아","1인당 국민총소득(당해년가격)[달러]","달러","11874.4463820152","12962.898368186","14278.125493792",
"체코","1인당 국민총소득(당해년가격)[달러]","달러","17181.0943905415","19041.8342536244","21668.0895114632",
"덴마크","1인당 국민총소득(당해년가격)[달러]","달러","56021.0998278305","58821.2113549036","62546.1372251139",
"에스토니아","1인당 국민총소득(당해년가격)[달러]","달러","17806.8486813543","19770.959740735","22444.3514418142",
"핀란드","1인당 국민총소득(당해년가격)[달러]","달러","44072.9298022912","45913.5689467184","49773.9613396505",
"프랑스","1인당 국민총소득(당해년가격)[달러]","달러","38933.579705499","40813.982867478","43690.0836517347",
"독일","1인당 국민총소득(당해년가격)[달러]","달러","43366.6551398564","45620.2155857809","49383.3236844976",
"그리스","1인당 국민총소득(당해년가격)[달러]","달러","18391.5491392454","19251.7410202956","20532.3820751399",
"헝가리","1인당 국민총소득(당해년가격)[달러]","달러","12604.849272021","13790.656061897","15423.7562747859",
"아이슬란드","1인당 국민총소득(당해년가격)[달러]","달러","59681.6124495997","71669.9833896273","",
"아일랜드","1인당 국민총소득(당해년가격)[달러]","달러","52565.9011053669","55528.2837703782","61994.1855080693",
"맨섬","1인당 국민총소득(당해년가격)[달러]","달러","74688.1698846757","","",
"이탈리아","1인당 국민총소득(당해년가격)[달러]","달러","30884.7688485884","32218.0773941817","34543.6950980545",
"라트비아","1인당 국민총소득(당해년가격)[달러]","달러","13992.0879780161","15505.4043512372","17979.9391889235",
"리히텐슈타인","1인당 국민총소득(당해년가격)[달러]","달러","156994.978672257","","",
"리투아니아","1인당 국민총소득(당해년가격)[달러]","달러","14270.1004380078","16039.8501193433","18388.1125280522",
"룩셈부르크","1인당 국민총소득(당해년가격)[달러]","달러","69109.2752162856","74628.6490803178","82865.6870899669",
"북마케도니아","1인당 국민총소득(당해년가격)[달러]","달러","4925.1524592408","5202.6134178134","5828.3710298187",
"몰타","1인당 국민총소득(당해년가격)[달러]","달러","24047.7009007923","26413.4465443133","30284.842185741",
"몰도바","1인당 국민총소득(당해년가격)[달러]","달러","2097.0171342121","2518.9965492453","2936.6765148724",
"네덜란드","1인당 국민총소득(당해년가격)[달러]","달러","45458.3259152731","48996.0097095867","54084.6321328122",
"노르웨이","1인당 국민총소득(당해년가격)[달러]","달러","73708.7624315057","78557.4466658201","84806.4785036906",
"폴란드","1인당 국민총소득(당해년가격)[달러]","달러","11934.841063609","13291.8582257972","14854.2640088303",
"포르투갈","1인당 국민총소득(당해년가격)[달러]","달러","19516.1225336579","20850.3043795308","22611.2586546541",
"루마니아","1인당 국민총소득(당해년가격)[달러]","달러","9272.0516441415","10490.4429616715","11980.6888009903",
"러시아","1인당 국민총소득(당해년가격)[달러]","달러","8585.263348326","10558.4406981107","11090.3521827401",
"슬로바키아","1인당 국민총소득(당해년가격)[달러]","달러","16200.878207085","17202.30006222","19110.5466865369",
"슬로베니아","1인당 국민총소득(당해년가격)[달러]","달러","20955.51162814","22914.3846747885","25681.2652151746",
"스페인","1인당 국민총소득(당해년가격)[달러]","달러","26559.8718379816","28144.7378491936","30536.7979223476",
"스웨덴","1인당 국민총소득(당해년가격)[달러]","달러","52432.4114642589","54902.2886971409","56164.4097762043",
"스위스","1인당 국민총소득(당해년가격)[달러]","달러","80546.6042647441","79173.0667252082","83083.1506976502",
"우크라이나","1인당 국민총소득(당해년가격)[달러]","달러","2066.9184475179","2454.0927128634","2887.5736402814",
"영국","1인당 국민총소득(당해년가격)[달러]","달러","39104.2075221194","38799.893344103","41548.7758994632",
"몬테네그로","1인당 국민총소득(당해년가격)[달러]","달러","7034.303893329","7877.2908556928","8789.7091290242",
"세르비아","1인당 국민총소득(당해년가격)[달러]","달러","4336.2580757095","4669.1273648719","5441.8398191816",
"알제리","1인당 국민총소득(당해년가격)[달러]","달러","3910.0966873654","3985.4678020674","4204.4707746956",
"앙골라","1인당 국민총소득(당해년가격)[달러]","달러","3323.7209920944","3970.4521802078","3279.6890617317",
"베냉","1인당 국민총소득(당해년가격)[달러]","달러","785.0753548857","821.4963777997","894.8187079861",
"보츠와나","1인당 국민총소득(당해년가격)[달러]","달러","6964.8086444253","7630.770191374","7985.3764726821",
"부르키나파소","1인당 국민총소득(당해년가격)[달러]","달러","562.8774839641","621.0899067069","710.311027163",
"부룬디","1인당 국민총소득(당해년가격)[달러]","달러","282.0690878563","292.5658333468","275.2156124737",
"카메룬","1인당 국민총소득(당해년가격)[달러]","달러","1340.074646997","1394.6623780608","1499.3282990139",
"카보베르데","1인당 국민총소득(당해년가격)[달러]","달러","3019.045287109","3181.8608719906","3574.0150157019",
"중앙아프리카공화국","1인당 국민총소득(당해년가격)[달러]","달러","406.9314917736","472.7034222995","511.2284446597",
"차드","1인당 국민총소득(당해년가격)[달러]","달러","680.208742029","655.6097130358","715.1960655722",
"코모로","1인당 국민총소득(당해년가격)[달러]","달러","1294.1470811546","1319.6581601086","1394.9405891341",
"콩고","1인당 국민총소득(당해년가격)[달러]","달러","1682.0421101686","1537.7884152468","1919.7569311079",
"콩고민주공화국","1인당 국민총소득(당해년가격)[달러]","달러","461.2992521342","453.8847668236","541.8193335435",
"코트디부아르","1인당 국민총소득(당해년가격)[달러]","달러","1477.1361505445","1494.4760202429","1647.339978235",
"지부티","1인당 국민총소득(당해년가격)[달러]","달러","2038.7945360085","2070.412567436","2159.6961608279",
"이집트","1인당 국민총소득(당해년가격)[달러]","달러","3477.6740330995","2393.1400737431","2485.3376082075",
"적도기니","1인당 국민총소득(당해년가격)[달러]","달러","7162.7456607207","7728.1085638813","7876.8708850529",
"에티오피아","1인당 국민총소득(당해년가격)[달러]","달러","714.5387054102","763.4495588331","767.2813026547",
"가봉","1인당 국민총소득(당해년가격)[달러]","달러","6437.704814317","6756.5994565147","7430.5037407164",
"감비아","1인당 국민총소득(당해년가격)[달러]","달러","658.3105078237","659.9993458709","699.716574369",
"가나","1인당 국민총소득(당해년가격)[달러]","달러","1894.5890499713","1972.0978110098","2159.102910618",
"기니","1인당 국민총소득(당해년가격)[달러]","달러","719.817015503","817.4266018683","835.4716822257",
"기니비사우","1인당 국민총소득(당해년가격)[달러]","달러","677.6792747568","738.2295119463","776.8763646536",
"케냐","1인당 국민총소득(당해년가격)[달러]","달러","1402.6591984881","1554.7729933334","1696.357429892",
"레소토","1인당 국민총소득(당해년가격)[달러]","달러","1264.1819499134","1384.7563143741","1484.6816610548",
"라이베리아","1인당 국민총소득(당해년가격)[달러]","달러","653.3606204081","634.2879095986","583.5268220013",
"리비아","1인당 국민총소득(당해년가격)[달러]","달러","4154.7259357694","5888.8291024772","7334.8277381456",
"마다가스카르","1인당 국민총소득(당해년가격)[달러]","달러","383.6674231954","434.5652000712","445.5684752993",
"말라위","1인당 국민총소득(당해년가격)[달러]","달러","313.2584420889","355.3693272951","388.3405843338",
"말리","1인당 국민총소득(당해년가격)[달러]","달러","759.0295940815","810.5987966314","870.9559013334",
"모리타니","1인당 국민총소득(당해년가격)[달러]","달러","1107.6043553046","1143.3678945892","1211.2399743724",
"모리셔스","1인당 국민총소득(당해년가격)[달러]","달러","10484.2954133653","11536.6384393109","12322.6203007672",
"모로코","1인당 국민총소득(당해년가격)[달러]","달러","2887.4892692373","3016.5126038524","3222.6953958787",
"모잠비크","1인당 국민총소득(당해년가격)[달러]","달러","382.2580183582","427.8752377744","479.6242926569",
"나미비아","1인당 국민총소득(당해년가격)[달러]","달러","4700.0316402822","5491.2968334605","5818.7190595718",
"니제르","1인당 국민총소득(당해년가격)[달러]","달러","354.2884183468","367.6468226923","402.8077507548",
"나이지리아","1인당 국민총소득(당해년가격)[달러]","달러","2129.2220443884","1908.3499237662","1934.6343427085",
"르완다","1인당 국민총소득(당해년가격)[달러]","달러","708.2821044158","745.7348335258","756.6362899939",
"상투메프린시페","1인당 국민총소득(당해년가격)[달러]","달러","1714.8249697633","1805.6589635961","2012.8415078668",
"세네갈","1인당 국민총소득(당해년가격)[달러]","달러","1235.8176048468","1329.2331618842","1478.166661914",
"세이셸","1인당 국민총소득(당해년가격)[달러]","달러","13774.5389400858","14418.8008882751","15607.6946764958",
"시에라리온","1인당 국민총소득(당해년가격)[달러]","달러","447.1357355012","484.6976326396","496.5254268836",
"소말리아","1인당 국민총소득(당해년가격)[달러]","달러","480.0390433076","486.3715072573","496.4108341397",
"남아프리카공화국","1인당 국민총소득(당해년가격)[달러]","달러","5115.9711913007","5935.9091246491","6136.8240136957",
"에스와티니","1인당 국민총소득(당해년가격)[달러]","달러","3417.595958642","3869.4703868783","4124.2754506219",
"탄자니아","1인당 국민총소득(당해년가격)[달러]","달러","917.3420056381","953.2800077243","998.1725759771",
"토고","1인당 국민총소득(당해년가격)[달러]","달러","593.6677327802","619.7135936893","670.9047048819",
"튀니지","1인당 국민총소득(당해년가격)[달러]","달러","3594.4340596315","3383.7812301127","3328.7495843639",
"우간다","1인당 국민총소득(당해년가격)[달러]","달러","596.697510336","616.5082047236","622.7064779421",
"잠비아","1인당 국민총소득(당해년가격)[달러]","달러","1252.5247662169","1466.8578334057","1495.6958363904",
"짐바브웨","1인당 국민총소득(당해년가격)[달러]","달러","1338.0263302413","1464.676779534","2137.5814908693",
"오스트레일리아","1인당 국민총소득(당해년가격)[달러]","달러","48673.3008408194","52659.3026399284","55716.9795410886",
"피지","1인당 국민총소득(당해년가격)[달러]","달러","5407.5002608418","5634.5076439758","5776.8926034475",
"키리바시","1인당 국민총소득(당해년가격)[달러]","달러","3084.266198055","3187.3668717496","3128.0307877275",
"마셜제도","1인당 국민총소득(당해년가격)[달러]","달러","4494.9770503161","4636.2844052499","4733.9400886789",
"마이크로네시아","1인당 국민총소득(당해년가격)[달러]","달러","3486.2024225378","3505.8954413731","3540.8190696023",
"나우루","1인당 국민총소득(당해년가격)[달러]","달러","12216.6270679725","13666.9155633993","13918.7752786734",
"뉴질랜드","1인당 국민총소득(당해년가격)[달러]","달러","39023.0905737987","41410.9439413731","41715.0883692724",
"팔라우","1인당 국민총소득(당해년가격)[달러]","달러","16339.2722143865","15795.3391734052","16840.9585636902",
"파푸아뉴기니","1인당 국민총소득(당해년가격)[달러]","달러","2452.715960996","2561.1395171747","2626.2422360183",
"사모아","1인당 국민총소득(당해년가격)[달러]","달러","3948.3056325315","4170.4956345268","4245.000394417",
"솔로몬제도","1인당 국민총소득(당해년가격)[달러]","달러","1874.1048728657","1923.9762248712","2046.5512606267",
"통가","1인당 국민총소득(당해년가격)[달러]","달러","3991.241178287","4283.8947762631","4430.1618720912",
"투발루","1인당 국민총소득(당해년가격)[달러]","달러","4940.3885562511","5109.6860427545","5570.673208481",
"바누아투","1인당 국민총소득(당해년가격)[달러]","달러","2804.6281236506","2945.1357091973","2991.0209643046",
