"X.Samples","Explanatory","Res_Type","a3_Logi","b3_Logi","c3_Logi","a3_Gom","b3_Gom","c3_Gom"
17,"Average_annual_temperature","R-square",0.0152723398020297,0.000656429376443886,0.0269334535654165,0.0139192664772812,0.0254368954847618,0.0145346137806289
17,"Average_annual_temperature","P-value",0.636537256472139,0.922244819152398,0.529080944072745,0.675390670706921,0.570193166345024,0.668662389907954
17,"Annual_precipitation","Coefficient",3817.9873149764,-0.0502773739525872,-0.0043925870586683,231310.672064233,-0.176797873962636,0.00375935768090704
17,"Annual_precipitation","R-square",4.93213920242687e-05,0.00476812558401436,0.0126710434821963,0.0499886464245187,0.0160966935033379,0.00626916596213282
17,"Annual_precipitation","P-value",0.978658544409648,0.792292535956759,0.667093748942406,0.423118626960906,0.652295514558936,0.779100345173629
1,"Pharmaceutical_sales","Coefficient",NA,NA,NA,1068506.56008083,2.94966868039854,0.00089965107918516
1,"Pharmaceutical_sales","R-square",0,0,0,0.998804170930724,0.990799470303004,0.00419634043514321
1,"Pharmaceutical_sales","P-value",NA,NA,NA,0.0220191865637118,0.0611582082382586,0.958731404419892
16,"Exports_to_GDP_ratio","Coefficient",-225030.960338779,-0.100322079174641,-0.0173813673950014,-512356.390412945,-0.30931630889869,-0.0339306143112085
16,"Exports_to_GDP_ratio","R-square",0.0450164256159402,0.00545956024969922,0.0508938328298399,0.0849238328833367,0.0171667849409575,0.159784108542936
16,"Exports_to_GDP_ratio","P-value",0.430179524823184,0.785659089272973,0.400854040258428,0.291960005447492,0.641617441396044,0.139887344850744
15,"Imports_to_GDP_ratio","Coefficient",-345231.288541148,-0.166690032709876,-0.00340876919312394,-679447.577402915,-0.028628346149858,-0.0270956799124577
15,"Imports_to_GDP_ratio","R-square",0.160149603016783,0.0230647223096813,0.00310545063196012,0.215903833909595,0.000215888122219662,0.152168387948138
15,"Imports_to_GDP_ratio","P-value",0.139392994906532,0.588979316324309,0.843627216388537,0.0941375936414386,0.960239540837822,0.167937413477002
19,"GDP","Coefficient",2830523.83597977,0.172892275542577,-0.0112010620545505,3701119.85586225,1.43990273606883,-0.00119318076113011
19,"GDP","R-square",0.964527939145264,0.00202693568720326,0.00268031063750952,0.892796414682509,0.0742942346639592,4.10849442892779e-05
19,"GDP","P-value",9.14898059876059e-14,0.854787534747654,0.833287015501814,3.60197903882971e-09,0.273831741398822,0.979861908136285
2,"Number_of_foreign_visitors","Coefficient",-256405.361223352,0.31230386867924,-0.00648268804168412,-61805.3480721306,1.13633796113217,-0.00162403677340263
2,"Number_of_foreign_visitors","R-square",1,1,1,0.00623057557551771,0.999126567273467,0.197919200205559
2,"Number_of_foreign_visitors","P-value",NA,NA,NA,0.949696729135906,0.0188173340465212,0.706491862906852
2,"Number_of_international_travelers","Coefficient",-3410686.28876666,4.15424434867883,-0.0862322656306061,-6848555.18303711,15.3748867466465,0.00363871906184656
2,"Number_of_international_travelers","R-square",1,1,1,1,1,1
2,"Number_of_international_travelers","P-value",NA,NA,NA,NA,NA,NA
19,"Aging_index","Coefficient",579425.550560459,0.194286275949311,-0.00899543120626406,433318.926534751,0.558557931360804,-0.0042789851706135
19,"Aging_index","R-square",0.358108086131169,0.0226783106597094,0.0153161059051013,0.129358697720839,0.118688531284562,0.0055246272487851
19,"Aging_index","P-value",0.00679438954095131,0.538302089731745,0.61371698323176,0.156203128916989,0.175686414051643,0.776785670982737
19,"Total_fertility_rate","Coefficient",-264241.026471742,-0.105470248906891,0.00129072083070279,-253962.233447137,0.0282358036285953,0.0019465043483434
19,"Total_fertility_rate","R-square",0.170647492431434,0.0153132356732528,0.000722519541763892,0.0914536146973299,0.000624244748809491,0.00235295952859872
19,"Total_fertility_rate","P-value",0.078765874340079,0.613750467874042,0.913019432509101,0.238085797002199,0.924169652995629,0.853327430855454
20,"population","Coefficient",1164965.33095196,0.302582292804921,-0.00409265947575635,1682254.77129847,0.277438857591894,-0.00680152158748734
20,"population","R-square",0.482567273982958,0.0182916983984113,0.00100951619436075,0.565323792181619,0.00825055952523257,0.00404055747454146
20,"population","P-value",0.000676406618915776,0.569682309751582,0.894212111603935,0.000131876735986294,0.703315609365166,0.790056104968265
19,"population_density","Coefficient",-267675.098243379,0.51908514815329,-0.0423636525643459,-106799.754063678,1.13780694873399,-0.0484049737164098
19,"population_density","R-square",0.0159932777694321,0.0338771099865034,0.071087604220729,0.00138108917058011,0.0856121003781674,0.123246838813678
19,"population_density","P-value",0.605922917256755,0.450668548295675,0.26985034818878,0.87994111147392,0.224124325799728,0.14054745038066
20,"median_age","Coefficient",431145.111709816,0.0796958714801099,-0.0157998099188762,365640.69537973,0.32614504895707,-0.00762996456859881
20,"median_age","R-square",0.281734618746179,0.00540878949301329,0.0641308815864012,0.114512840445389,0.0491755765143892,0.0216506239757036
20,"median_age","P-value",0.0160449671731963,0.757975364877787,0.281351701263932,0.156448759196062,0.361546694513723,0.547760409067841
19,"aged_65_older","Coefficient",624756.153595605,0.16372320468807,-0.00113090857196356,419753.641670098,0.520785583721018,0.00151100904508872
19,"aged_65_older","R-square",0.38790110345946,0.0150047240568518,0.000225548771578557,0.121254412956526,0.10270740391191,0.000676767131180562
19,"aged_65_older","P-value",0.00439510992413969,0.617372402335183,0.951341704453093,0.156754180102752,0.194772250114827,0.918388244946879
20,"aged_70_older","Coefficient",566682.451410111,0.163674668379821,-0.000651886689458879,395701.100285758,0.567948596503307,-0.00101324422692725
20,"aged_70_older","R-square",0.349591518952539,0.0163862451761678,7.84143940507741e-05,0.114538396063051,0.127355406919592,0.000326080702104648
20,"aged_70_older","P-value",0.00603959786432522,0.590692635866589,0.970443389711757,0.15639959979543,0.133653649309459,0.941508858289531
19,"gdp_per_capita","Coefficient",96413.1896569677,-0.086621037170959,-0.0193574765349618,-42253.6960444504,-0.147326813407737,-0.00833724671022263
19,"gdp_per_capita","R-square",0.0160111407138511,0.00727953671182157,0.11453346496106,0.00321553860142248,0.0215111261479008,0.0539220193134148
19,"gdp_per_capita","P-value",0.605720116051957,0.728374778979605,0.156409084126264,0.823154656681355,0.561417697761096,0.353810592563135
13,"extreme_poverty","Coefficient",-367239.83091971,0.105677846754555,-0.0191515359402319,-645251.223327703,0.747992380915873,0.016412112748066
13,"extreme_poverty","R-square",0.138715063384093,0.00676509537765524,0.10042741636106,0.0145729364436598,0.0139131777767762,0.00465312911724192
13,"extreme_poverty","P-value",0.210111580812215,0.789370876798441,0.29143261805743,0.739743226544619,0.745535405270305,0.851474599889343
20,"cardiovasc_death_rate","Coefficient",-165767.002616995,-0.0579896383464006,0.00671221566717654,-154474.311895467,-0.134325406091797,-0.00366404434600613
20,"cardiovasc_death_rate","R-square",0.0918150654191102,0.00631326076883356,0.0255164226142843,0.0475877590738321,0.0193078599859721,0.0117062975606647
20,"cardiovasc_death_rate","P-value",0.194069695961095,0.739145489078087,0.501128702087641,0.355507874756521,0.559052783871844,0.649795179197314
19,"diabetes_prevalence","Coefficient",49425.0158517962,-0.064840801435833,-0.00776498682856125,19816.9562833398,-0.0351829501652763,-0.0081993811378875
19,"diabetes_prevalence","R-square",0.0050831737377956,0.00492771607261936,0.0222642623108134,0.000346081906305952,0.000595780482590833,0.025738411353203
19,"diabetes_prevalence","P-value",0.771782118777606,0.775212254959627,0.542077514737576,0.939744694705422,0.920990729484604,0.511758329758333
14,"female_smokers","Coefficient",729410.964251579,0.191465632421461,-0.00351310625512733,129468.394468108,0.00500784739233123,0.00103860833268496
14,"female_smokers","R-square",0.418807209391869,0.0249592256133035,0.00309149809169558,0.0207335879804026,1.75228471991258e-05,0.000663984773967053
14,"female_smokers","P-value",0.0123579351407384,0.589597048582402,0.850258354614332,0.608666494484372,0.988187101158053,0.927369565355637
13,"male_smokers","Coefficient",-116241.434770966,0.194954220169107,-0.0140695228381997,-228613.584702317,0.215584087104963,-0.0268986677682301
13,"male_smokers","R-square",0.0162570740232691,0.0408020178084414,0.0812714928104047,0.0327481337836461,0.0166910217834398,0.231084909292782
13,"male_smokers","P-value",0.678069293784487,0.508102849208203,0.345116971103804,0.535834671892721,0.659804919883293,0.0818582069150285
12,"handwashing_facilities","Coefficient",-738.75919869142,-0.192416557381082,0.0157313003677068,-42874.2660797083,-0.297110461061416,-0.00179415002403854
12,"handwashing_facilities","R-square",0.000185432245311901,0.032138969464231,0.078666878240066,0.0866365250457636,0.0551832661760374,0.000566375699464945
12,"handwashing_facilities","P-value",0.966496834628033,0.57718618154944,0.377227073905408,0.441994843329189,0.542906935532926,0.951540666936407
17,"hospital_beds_per_thousand","Coefficient",49232.1892733867,-0.0254251193843993,-0.00254753305554386,-78547.2256463811,-0.434826760956449,-0.00367905100816956
17,"hospital_beds_per_thousand","R-square",0.00239300677364869,0.000502977062178473,0.00116084569788401,0.0034195494915992,0.0574615102750727,0.00328059657524121
17,"hospital_beds_per_thousand","P-value",0.852097316849653,0.931914642694263,0.896712342615589,0.817717344502016,0.338029899939482,0.82140161668111
20,"life_expectancy","Coefficient",294580.230146833,0.0144886347900866,0.00041544541273231,241027.613827838,0.0206366096644189,-0.00306086807381872
20,"life_expectancy","R-square",0.172706932286924,0.000234743002802424,5.82238226268854e-05,0.0547956567784278,0.000215538241088155,0.00386382242095002
20,"life_expectancy","P-value",0.0684093309691405,0.948882211799244,0.974529910667985,0.320542580234095,0.951015336694538,0.794602750935202
20,"human_development_index","Coefficient",335943.297374873,0.0194653329524067,-0.0107273451781178,233317.592944224,-0.0370640911733859,-0.006512218635273
20,"human_development_index","R-square",0.162561375905182,0.000306650888655583,0.0280957169778044,0.0453489402305207,0.000614064484124059,0.0154470486475025
20,"human_development_index","P-value",0.0779468019551048,0.941586316011501,0.479961335572356,0.367357162630236,0.917406912196001,0.601623629948586
