,(Intercept)_1,log(Days_after_first_Case)_1,Days_after_first_Case_1,(Intercept)_2,log(Days_after_first_Case)_2,Days_after_first_Case_2,psi,(Intercept)_1_s,log(Days_after_first_Case)_1_s,Days_after_first_Case_1_s,(Intercept)_2_s,log(Days_after_first_Case)_2_s,Days_after_first_Case_2_s,psi_s
Sweden,-29.7696214,10.57774904,-0.12919593,5.193856216,0.129619961,0.006500283,61,-2.921462326,-1.213032998,0.292557045,-4.430777007,2.720848644,-0.016110908,44
Switzerland,-10.97934468,7.147431688,-0.215973707,56.1309717,-15.64532012,0.187371802,88,-10.89952721,7.11402943,-0.214915341,51.61689348,-14.45066507,0.177370972,90
Syria,-1.053615006,0.901719915,-0.065369729,-25.72903757,7.392918303,-0.062132323,35,-0.820265582,0.849163497,-0.093187272,1.829919212,-0.872863477,0.043138927,10
Taiwan,0.834742446,-1.55435693,0.137661325,49.1020568,-12.08030376,0.065279896,62,0.800841825,-1.502776926,0.134094965,52.96321038,-13.14620669,0.075357589,64
Tajikistan,1.426754709,1.797883271,-0.088249398,4.024408443,0.185436651,-0.013163231,49,1.428570753,1.79669767,-0.088171102,7.094570948,-0.795991774,0.002589858,50
Thailand,-75.04599736,24.39004672,-0.344889843,-94.03252861,24.15613351,-0.171559829,115,-75.65147766,24.58059167,-0.34775942,-48.5979615,12.79192136,-0.095165167,117
Timor_Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,0.801226174,-0.537072026,0.062782098,57.40295308,-15.58476139,0.161605368,64,0.861675907,-0.594044305,0.06660786,47.15738895,-12.68317706,0.130765842,66
Trinidad_and_Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkey,-3.035705097,4.547613726,-0.137723008,-9.25148116,4.479443477,-0.04261844,68,-2.934278055,4.502027598,-0.13606047,-12.52354741,5.393343465,-0.051915141,70
Turks_and_Caicos_islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2.013231353,-1.259623431,0.098112908,115.8830001,-31.95552276,0.336824689,71,2.026236424,-1.276678686,0.09921174,91.94819386,-25.1889315,0.264870689,72
Ukraine,-5.800696374,4.046685921,-0.077388428,-42.82120039,13.29811053,-0.117574968,73,-6.011767132,4.133507529,-0.079976048,-40.96785332,12.78490817,-0.112503037,75
United_Arab_Emirates,-42.29894699,13.3606849,-0.126469578,-314.4953427,78.7633987,-0.493302481,143,0.381459024,-1.719716832,0.18899063,-22.27816413,7.769341977,-0.070187362,68
United_Kingdom,-36.62164334,11.83796705,-0.06582628,-14.06953783,6.772025434,-0.088293769,64,-52.45050074,17.28985156,-0.174562561,-12.50191686,6.346852932,-0.084455844,66
United_Republic_of_Tanzania,-12.84298962,5.926198034,-0.156676185,-26.30258509,-1.50E-12,1.66E-14,58,-1.279260449,-3.257557786,1.338459556,-57.75939136,23.27496761,-0.622884965,7
United_States_of_America,-121.4507028,37.31288344,-0.384523194,33.69272246,-6.427688579,0.059319116,69,-185.9188008,58.19671922,-0.733874603,39.59148719,-7.969187304,0.071389148,72
United_States_Virgin_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2.549808452,0.263373138,-0.030733793,-844.4777757,230.7696867,-2.166431763,90,2.398689194,0.396429613,-0.041072239,60.94447083,-16.97011181,0.185520035,66
Uzbekistan,-3.181053126,2.932941156,-0.08729076,4.012268859,-0.832042819,0.051185454,62,-3.204921146,2.944160592,-0.087723892,8.318552653,-2.036259285,0.063485265,64
Venezuela,3.074752125,-1.220708094,0.088517266,9.968932866,-2.440426798,0.064021187,72,3.012990798,-1.131571287,0.082197724,35.16488084,-9.440749982,0.134002887,81
Vietnam,0.522312684,-1.266052793,0.120259363,48.89051929,-12.9205379,0.107154672,55,-0.225812307,-0.266880419,0.047576364,-13.7469823,4.822504338,-0.074148357,21
Western_Sahara,1.478045356,-5.504855384,0.391858533,-4804.891913,1499.247222,-22.30894747,67,-9.103255788,-51.32726318,10.89501526,-150.4955483,47.78607143,-0.703600444,9
Yemen,-7.473757109,2.704705635,-0.003987491,180.9194003,-52.26808785,0.638215255,66,-11.83278596,4.471461802,-0.055124232,-41.77298624,14.00470748,-0.204085899,48
Zambia,1.758339841,-1.90072276,0.176607178,78.9975502,-22.14800271,0.259819521,56,1.907979745,-2.25300427,0.203111194,56.04448765,-15.56234161,0.186681701,58
Zimbabwe,-1.243174117,0.657347913,-0.043380946,10.58487287,-3.134064052,0.069703466,56,0.90535578,-1.555003803,0.115848972,175.9029478,-49.9309336,0.568611392,73
