"X.Samples","Explanatory","Res_Type","a2_Logi","b2_Logi","c2_Logi","a2_Gom","b2_Gom","c2_Gom"
45,"Imports_to_GDP_ratio","R-square",0.0360697161965857,0.00888512196501452,0.179027456151378,0.02418247964441,0.000712248850413519,0.0361354736204682
45,"Imports_to_GDP_ratio","P-value",0.211451976429139,0.537959435868332,0.00378124491258834,0.307709117432576,0.861848576798084,0.21102840477654
60,"GDP","Coefficient",910.457310214515,5.12963013048875e-05,-3.99181430383084e-06,7336.27784627281,-0.000837565932580508,-2.16450253768618e-06
60,"GDP","R-square",0.977661685925357,0.00764329471451843,0.0219744172773974,0.982190988010676,0.000750557736144421,0.0366190666734407
60,"GDP","P-value",1.39815737523178e-49,0.506545396711743,0.25832948592488,1.47605193448759e-51,0.836813439411688,0.146535433163906
15,"Number_of_foreign_visitors","Coefficient",129.176457221807,7.31099794376345e-06,-4.64502593247065e-07,999.045155014508,-5.86906550813358e-05,-3.29848103942558e-07
15,"Number_of_foreign_visitors","R-square",0.433302537824387,0.0116716211239398,0.173205651003892,0.391789184666688,0.0198148909270031,0.161747433393536
15,"Number_of_foreign_visitors","P-value",0.00763090074271931,0.701538746655917,0.122827731902272,0.0166415102876519,0.631233018201807,0.153996211097734
11,"Number_of_international_travelers","Coefficient",119.22500832437,2.60753039131069e-05,-5.15261145731554e-07,1098.07569408442,1.89643102344426e-05,-4.26729365935226e-07
11,"Number_of_international_travelers","R-square",0.454052928229014,0.2552846865937,0.261631947879189,0.579392127043035,0.0110169842309281,0.35219505959036
11,"Number_of_international_travelers","P-value",0.0230016100848075,0.112889764853534,0.107785998775226,0.0105455331876491,0.772908879378968,0.0705074457456835
62,"Aging_index","Coefficient",13844.6141121757,0.0169044174876575,-0.00022564020388018,115191.43586447,0.284703764160062,-0.000226261089314671
62,"Aging_index","R-square",0.0563474689510013,0.218050301443777,0.01704043960546,0.0579502253029827,0.0207614793645555,0.0785533480332727
62,"Aging_index","P-value",0.0632097258424401,0.000130265186150957,0.311881148688425,0.0594645769024729,0.263863235379343,0.02735650830628
62,"Total_fertility_rate","Coefficient",-357041.84293376,-0.360640166023313,0.0187859814197263,-2355474.33596213,-8.35923332989032,0.00902175170997707
62,"Total_fertility_rate","R-square",0.0261102345939164,0.0691455603633065,0.0822953780811051,0.0175796304820313,0.0129850317775385,0.0906076647059244
62,"Total_fertility_rate","P-value",0.209585717311834,0.0389354898718611,0.023783796934433,0.304280066097306,0.37784426203482,0.0174374056241735
68,"population","Coefficient",0.0195421023895983,-1.5755607744422e-09,-1.88807780138946e-10,0.159219248219682,-9.2634895872485e-08,-9.6936214907041e-11
68,"population","R-square",0.340851713598542,0.00517369302871615,0.0318609065872851,0.318770321437757,0.00633118656879223,0.035013456701208
68,"population","P-value",1.73414766813679e-07,0.559963415628687,0.14529512379371,5.30557707478307e-07,0.518927268154137,0.126526313505228
66,"population_density","Coefficient",-110.816934424953,-0.000193713174686763,-2.30295901129607e-06,-672.950488261738,-0.0031927529892749,1.63658843744937e-06
66,"population_density","R-square",0.00224572116271484,0.0164574256657061,0.000992654748753499,0.0012863522553076,0.00169890481560305,0.00230444644173171
66,"population_density","P-value",0.705544317593831,0.304636841755567,0.801712676440776,0.774955058542626,0.742460686592536,0.701896985062437
66,"median_age","Coefficient",59374.1078472771,0.0711654012971309,-0.00146218413898752,466160.228272454,1.3736794368915,-0.000899209564297699
66,"median_age","R-square",0.044114764336504,0.159251713255845,0.0268900205512802,0.0396444224751582,0.0201895193163983,0.0438506252962454
66,"median_age","P-value",0.090518410443313,0.000903047686842669,0.188285979782252,0.108988394851211,0.255089909144387,0.0915113810780361
65,"aged_65_older","Coefficient",112599.065042135,0.138299507880936,-0.00148900556483166,943362.406251105,2.78195761356935,-0.00144915204500881
65,"aged_65_older","R-square",0.0666089032879092,0.253593289691614,0.0117825282295637,0.0675997691272015,0.0344747154942342,0.04780442557958
65,"aged_65_older","P-value",0.0379218889307148,1.90255312917109e-05,0.389401425814615,0.0364716640934592,0.138656309435495,0.0801553092330037
66,"aged_70_older","Coefficient",168443.748844328,0.219169185115894,-0.00262210540788643,1411953.15391249,3.99303163876146,-0.00230593662624336
66,"aged_70_older","R-square",0.0674527591072909,0.286949482747989,0.0164281039375374,0.0698220027088864,0.0327492043544627,0.055359066256888
66,"aged_70_older","P-value",0.0352114298387603,3.5729297441449e-06,0.305071646875587,0.0320382824212946,0.145909642452528,0.057205779115614
65,"gdp_per_capita","Coefficient",27.9911427226734,2.66724129396314e-05,-6.07117462442732e-07,232.862577810378,0.000754804268575358,-2.53625318085343e-07
65,"gdp_per_capita","R-square",0.0575317160178743,0.13087050985361,0.0274883699738974,0.0606268776672512,0.0373569139597874,0.0216373787890671
65,"gdp_per_capita","P-value",0.0542959199539367,0.00306637561929963,0.186864627131842,0.0480225848964559,0.122923376498242,0.242285814775129
44,"extreme_poverty","Coefficient",-23876.848587775,-0.02069324371866,0.00216446745207669,-147408.00877481,-0.668600194259449,0.000954803181230697
44,"extreme_poverty","R-square",0.0220921426869143,0.0553953307058047,0.289240445746854,0.0126888352005374,0.0147435740654301,0.254773343189776
44,"extreme_poverty","P-value",0.335593920083292,0.124056788646034,0.000166582114313446,0.477545560550819,0.443673529712778,0.000652404524655831
66,"cardiovasc_death_rate","Coefficient",-2110.72929537174,-0.00281037061727182,2.01971678262949e-05,-15944.0188225343,-0.0893527365281166,5.63485230905585e-06
66,"cardiovasc_death_rate","R-square",0.0129108504190191,0.0539886420140595,0.00120665611051299,0.0111316281445216,0.0205049311135664,0.000420074899397993
66,"cardiovasc_death_rate","P-value",0.363661268211269,0.060466884910821,0.781860004072005,0.399162000780113,0.251373066613705,0.870247755069425
66,"diabetes_prevalence","Coefficient",51439.4142906723,-0.0826579299041163,-0.000421186512475212,394834.660506171,-2.34583763924601,3.13138827526529e-05
66,"diabetes_prevalence","R-square",0.00672015219431195,0.0410714071219995,0.000453716961741935,0.00619581932742426,0.0128280531856966,1.16351693651219e-05
66,"diabetes_prevalence","P-value",0.512880823361367,0.102689996373771,0.865198864137823,0.529853635305147,0.365214201482935,0.978314582071582
53,"female_smokers","Coefficient",76138.5970454272,0.0874310962582253,-4.78979635039956e-05,709041.530249876,1.53082941590286,-0.000968300477671751
53,"female_smokers","R-square",0.0651065013851728,0.22590696117421,3.29366875799928e-05,0.0753659975509655,0.0205904008224757,0.0581314021554797
53,"female_smokers","P-value",0.0651904986289792,0.000322571925604242,0.967467342190711,0.053686080047942,0.320151771870088,0.0916552550100534
51,"male_smokers","Coefficient",-5053.57224593915,-0.0010707603174806,0.00025680177593897,-36112.3941165413,-0.860773948503077,-0.000301054444354368
51,"male_smokers","R-square",0.000762380062133704,9.16720724373692e-05,0.00260053175208497,0.000571005443372548,0.0190152365457495,0.0170090456156364
51,"male_smokers","P-value",0.847482304530585,0.946834585166217,0.722302696269915,0.871925351816415,0.349962514285015,0.376949052364057
39,"handwashing_facilities","Coefficient",843.471360592344,0.00481994922494161,-0.000613399952817457,1376.68363008456,0.0183029769129412,-0.000276707783117587
39,"handwashing_facilities","R-square",0.0160720952627072,0.0282897431865594,0.0593468596834321,0.0372756181736114,0.0836416023839035,0.0696002047502737
39,"handwashing_facilities","P-value",0.441853864115442,0.30606157180704,0.135050677532076,0.245492925546135,0.0782216591540045,0.109496552864615
58,"hospital_beds_per_thousand","Coefficient",99704.6717299078,0.212744187226042,-0.00264048062267498,1121230.95340204,1.82899108616684,-0.00370507786300094
58,"hospital_beds_per_thousand","R-square",0.00739272712153639,0.0894107418979206,0.00597265877442957,0.0135121710105424,0.00210762487435962,0.047354056120661
58,"hospital_beds_per_thousand","P-value",0.521037332094313,0.0226012849731452,0.564195718034053,0.384873723544188,0.732199595454732,0.100813851199282
67,"life_expectancy","Coefficient",48939.3875525298,0.0896921680613757,-0.00189275018855274,359745.067036399,2.19593416563941,-0.000997341307930521
67,"life_expectancy","R-square",0.022655081273746,0.179291296605889,0.0339142719476586,0.018816944340686,0.0411260703322129,0.0428404348831497
67,"life_expectancy","P-value",0.224067996932534,0.000356700269793438,0.13574511756982,0.268321259851972,0.099791296272683,0.0928469042338893
66,"human_development_index","Coefficient",3672527.11370264,4.66546414456484,-0.0871322824642884,29261662.1051024,116.781015081219,-0.0517416264241752
66,"human_development_index","R-square",0.0547066855152655,0.208250249924063,0.0314326760932556,0.0515328251023116,0.0481396057869347,0.0491555496767848
66,"human_development_index","P-value",0.0587348439085089,0.000117611051685883,0.154411212007682,0.0689862241244623,0.079077698938131,0.07590340973078
